Portfolio,Geography,Category,Brand,Segment,Year_1_Sales,Year_1_Margin
Hair/Body,Europe,Body,Brand B,Perfume,10121.9743221894,1685.0686051868179
Hair/Body,Europe,Body,Brand C,Shampoo,8228.644980861802,1547.2640945564442
Hair/Body,Europe,Body,Brand C,Soap,7949.226193775314,226.19633544201398
Hair/Body,Europe,Body,Brand D,Cream,8701.444081936292,1565.102275854529
Hair/Body,Europe,Body,Brand D,Conditioner,3177.389046862559,564.7029027596737
Hair/Body,Europe,Body,Brand E,Cream,6859.217857836318,1735.0955005472476
Hair/Body,Europe,Body,Brand E,Shampoo,8021.334544197763,523.1516022777042
Hair/Body,Europe,Fragrance,Brand A,Shampoo,6277.991608186822,829.7978506177768
Hair/Body,Europe,Fragrance,Brand A,Cream,5545.42014593825,577.5438406807101
Hair/Body,Europe,Fragrance,Brand B,Cream,3956.032397272306,948.8202018494376
Hair/Body,Europe,Fragrance,Brand B,Body Wash,6795.739352271039,197.9244044687552
Hair/Body,Europe,Fragrance,Brand C,Soap,5152.626699488243,354.80543007187106
Hair/Body,Europe,Fragrance,Brand C,Cream,5713.8005648728595,655.1231238018629
Hair/Body,Europe,Fragrance,Brand D,Lotion,8206.788004625261,601.1145130815735
Hair/Body,Europe,Fragrance,Brand D,Perfume,7948.327848610942,1331.0499683641235
Hair/Body,Europe,Fragrance,Brand E,Lotion,3761.344977399015,106.33711077365983
Hair/Body,Europe,Fragrance,Brand E,Perfume,8148.459123351872,1039.8932363237222
Hair/Body,Europe,Skincare,Brand A,Soap,6453.582858378414,1128.0632351258025
Hair/Body,Europe,Skincare,Brand A,Lotion,8035.732015533243,1711.022329613586
Hair/Body,Europe,Skincare,Brand B,Deodorant,4808.47072609657,250.82223318278727
Hair/Body,Europe,Skincare,Brand B,Shampoo,10032.135496154451,1075.5426607535856
Hair/Body,Europe,Skincare,Brand C,Lotion,5864.6944909182075,1328.8096099630998
Hair/Body,Europe,Skincare,Brand C,Shampoo,5083.35135502794,892.4157023782805
Hair/Body,Europe,Skincare,Brand D,Cream,2725.725154230949,211.56813477911638
Hair/Body,Europe,Skincare,Brand D,Shampoo,4342.811093707923,421.54287936453426
Hair/Body,Europe,Skincare,Brand E,Shampoo,7545.472181432969,770.3862563537473
Hair/Body,Europe,Skincare,Brand E,Deodorant,2807.333263274903,375.77900686820374
Hair/Body,Asia,Hair,Brand A,Shampoo,2850.7149370039742,325.5900174080411
Hair/Body,Asia,Hair,Brand A,Cream,10825.038669733676,1571.816183491227
Hair/Body,Asia,Hair,Brand B,Shampoo,3910.328836600297,455.7289775376397
Hair/Body,Asia,Hair,Brand B,Soap,2914.388886761448,346.5622249499231
Hair/Body,Asia,Hair,Brand C,Lotion,10776.580218449013,1037.6211473338662
Hair/Body,Asia,Hair,Brand C,Shampoo,4415.432894538343,198.18019513507696
Hair/Body,Asia,Hair,Brand D,Soap,10050.152223162408,2084.4756138812772
Hair/Body,Asia,Hair,Brand D,Conditioner,4298.303041723291,776.1436792059026
Hair/Body,Asia,Hair,Brand E,Shampoo,5084.578136867139,1008.5008225115025
Hair/Body,Asia,Hair,Brand E,Cream,4033.2980697971725,349.1330943926464
Hair/Body,Asia,Body,Brand A,Body Wash,6776.335068273596,1784.389008729209
Hair/Body,Asia,Body,Brand A,Deodorant,7495.5207912865335,2081.7174671285916
Hair/Body,Asia,Body,Brand B,Perfume,5699.6332227496405,729.0442206396565
Hair/Body,Asia,Body,Brand B,Lotion,7256.9723613911965,331.3906891579226
Hair/Body,Asia,Body,Brand C,Deodorant,9770.671300156635,978.9680295933716
Hair/Body,Asia,Body,Brand C,Body Wash,9474.844787078875,1661.0437265165724
Hair/Body,Asia,Body,Brand D,Lotion,4139.863879594989,195.41907860343537
Hair/Body,Asia,Body,Brand D,Deodorant,4895.71442363831,397.295500025417
Hair/Body,Asia,Body,Brand E,Shampoo,7041.388850745518,1652.5204401504232
Hair/Body,Asia,Body,Brand E,Deodorant,2011.8883982660784,505.9743827404367
Hair/Body,Asia,Fragrance,Brand A,Shampoo,8476.32781261642,254.2492005028628
Hair/Body,Asia,Fragrance,Brand A,Lotion,3542.204785036402,150.4828823272778
Hair/Body,Asia,Fragrance,Brand B,Cream,1749.4018868846865,283.0202604186296
Hair/Body,Asia,Fragrance,Brand B,Lotion,9783.652533737237,876.1672169784581
Hair/Body,Asia,Fragrance,Brand C,Body Wash,10968.907848189174,482.74769678123664
Hair/Body,Asia,Fragrance,Brand C,Perfume,9666.785127609739,1501.1401554443569
Hair/Body,Asia,Fragrance,Brand D,Deodorant,8389.607614475171,1622.5967224539365
Hair/Body,Asia,Fragrance,Brand D,Conditioner,8174.978761885122,359.47684850985894
Hair/Body,Asia,Fragrance,Brand E,Cream,5618.938741193591,278.3887949159199
Hair/Body,Asia,Fragrance,Brand E,Conditioner,7359.817849457062,1369.8537682622532
Hair/Body,Asia,Skincare,Brand A,Body Wash,7008.771912982703,1607.9988233154793
Hair/Body,Asia,Skincare,Brand A,Cream,6122.28446789768,476.395539933256
Hair/Body,Asia,Skincare,Brand B,Body Wash,5732.011837348088,294.6380013923575
Hair/Body,Asia,Skincare,Brand B,Soap,6520.683938501939,1391.3143240271056
Hair/Body,Asia,Skincare,Brand C,Perfume,11180.04393808239,848.6415668263572
Hair/Body,Asia,Skincare,Brand C,Soap,12157.177168251968,714.4453976348642
Hair/Body,Asia,Skincare,Brand D,Cream,5660.612793622902,190.36016626282665
Hair/Body,Asia,Skincare,Brand D,Perfume,6460.132411984995,821.2151703036691
Hair/Body,Asia,Skincare,Brand E,Body Wash,10678.723589237263,922.1142856309478
Hair/Body,Asia,Skincare,Brand E,Shampoo,2364.117042599325,202.40365238578795
Hair/Body,South America,Hair,Brand A,Soap,4696.413006463839,246.5759961756297
Hair/Body,South America,Hair,Brand A,Conditioner,6508.951183957985,999.7525846755817
Hair/Body,South America,Hair,Brand B,Perfume,8621.004666717741,736.4037504048579
Hair/Body,South America,Hair,Brand B,Shampoo,9325.402394225524,844.9269620413205
Hair/Body,South America,Hair,Brand C,Shampoo,9430.111160951918,803.5334797168352
Hair/Body,South America,Hair,Brand C,Cream,5668.119074017914,1139.4677596992844
Hair/Body,South America,Hair,Brand D,Soap,5461.197625783886,580.8415290434832
Hair/Body,South America,Hair,Brand D,Cream,5730.178168096762,521.3609961915813
Hair/Body,South America,Hair,Brand E,Cream,6718.5015199903,911.1318245307875
Hair/Body,South America,Hair,Brand E,Conditioner,4377.952662057547,102.977137998555
Hair/Body,South America,Body,Brand A,Body Wash,3306.8929598688637,353.6201220778023
Hair/Body,South America,Body,Brand A,Shampoo,5753.1873620088345,642.8938877699632
Hair/Body,South America,Body,Brand B,Perfume,2480.6978314081184,313.702301841757
Hair/Body,South America,Body,Brand B,Body Wash,3493.037863762018,89.98941881359639
Hair/Body,South America,Body,Brand C,Cream,3390.4203893892495,756.7005156599902
Hair/Body,South America,Body,Brand C,Soap,4379.391356458806,668.660358528138
Hair/Body,South America,Body,Brand D,Deodorant,9325.572231559145,1310.9074875496906
Hair/Body,South America,Body,Brand D,Conditioner,1931.499801784475,268.6631409700655
Hair/Body,South America,Body,Brand E,Soap,4355.4739295246245,166.5880294713192
Hair/Body,South America,Body,Brand E,Perfume,8686.538781756759,427.4697552603338
Hair/Body,South America,Fragrance,Brand A,Lotion,5669.923564399193,243.83186687757035
Hair/Body,South America,Fragrance,Brand A,Cream,11081.297746018028,1845.4545970853935
Hair/Body,South America,Fragrance,Brand B,Conditioner,2548.672332680344,320.41199308978366
Hair/Body,South America,Fragrance,Brand B,Soap,5274.584706714586,1378.294548146105
Hair/Body,South America,Fragrance,Brand C,Perfume,10812.6785772858,959.6358060797946
Hair/Body,South America,Fragrance,Brand C,Body Wash,5294.104350039338,119.43878327400907
Hair/Body,South America,Fragrance,Brand D,Conditioner,11925.179902480322,615.7202560938337
Hair/Body,South America,Fragrance,Brand D,Cream,9827.829098908705,2029.9935605054995
Hair/Body,South America,Fragrance,Brand E,Soap,2364.0932231667034,351.98141173649896
Hair/Body,South America,Fragrance,Brand E,Conditioner,8896.276457209846,1345.7351875273541
Hair/Body,South America,Skincare,Brand A,Lotion,6501.047327204718,307.6372755354674
Hair/Body,South America,Skincare,Brand A,Soap,3488.487892510432,351.4178287138164
Hair/Body,South America,Skincare,Brand B,Conditioner,9908.338852829253,441.33028541087555
Hair/Body,South America,Skincare,Brand B,Perfume,10806.176986169781,1420.4122279691726
Hair/Body,South America,Skincare,Brand C,Shampoo,2818.244269996833,280.77332457478263
Hair/Body,South America,Skincare,Brand C,Perfume,6434.804762970845,1088.3231194361674
Hair/Body,South America,Skincare,Brand D,Soap,4320.261463268196,391.5652721888523
Hair/Body,South America,Skincare,Brand D,Deodorant,3296.416628878461,157.1744745404835
Hair/Body,South America,Skincare,Brand E,Deodorant,3482.9769729373124,500.4940590215304
Hair/Body,South America,Skincare,Brand E,Perfume,7635.236792765303,723.5801377856908
Hair/Body,Africa,Hair,Brand A,Soap,10491.418819185254,560.219501465404
Hair/Body,Africa,Hair,Brand A,Deodorant,2946.8054721877816,171.46456484687505
Hair/Body,Africa,Hair,Brand B,Soap,5927.468692216662,784.8257497376896
Hair/Body,Africa,Hair,Brand B,Perfume,1344.4011280813577,143.5866258070417
Hair/Body,Africa,Hair,Brand C,Lotion,1236.4679936132702,91.55897071688393
Hair/Body,Africa,Hair,Brand C,Body Wash,6716.821547853695,935.832409991116
Hair/Body,Africa,Hair,Brand D,Deodorant,5391.024194153237,561.9373815029539
Hair/Body,Africa,Hair,Brand D,Shampoo,7497.830377594857,472.7984515792248
Hair/Body,Africa,Hair,Brand E,Deodorant,2636.007964709809,61.00095707003015
Hair/Body,Africa,Hair,Brand E,Lotion,4157.023696012439,199.94680036303905
Hair/Body,Africa,Body,Brand A,Conditioner,10967.14985287974,1180.0331813549578
Hair/Body,Africa,Body,Brand A,Shampoo,11982.433368333253,831.313919698456
Hair/Body,Africa,Body,Brand B,Lotion,11238.995379428947,298.8955826961039
Hair/Body,Africa,Body,Brand B,Perfume,6445.761320088411,622.7473721642128
Hair/Body,Africa,Body,Brand C,Deodorant,4670.18613358449,401.1442022988631
Hair/Body,Africa,Body,Brand C,Cream,9938.30937245322,680.3130013503397
Hair/Body,Africa,Body,Brand D,Body Wash,2681.3530850722723,264.6563827407098
Hair/Body,Africa,Body,Brand D,Lotion,5141.216727211675,574.1616198543796
Hair/Body,Africa,Body,Brand E,Conditioner,5966.529462913924,494.6485406289877
Hair/Body,Africa,Body,Brand E,Perfume,10950.000015339434,688.9300134883504
Hair/Body,Africa,Fragrance,Brand A,Lotion,9146.848215756689,500.7991363512922
Hair/Body,Africa,Fragrance,Brand A,Cream,2390.993061660188,145.874638068003
Hair/Body,Africa,Fragrance,Brand B,Perfume,5633.114433132254,662.1870949488432
Hair/Body,Africa,Fragrance,Brand B,Body Wash,9492.280167184852,649.3659927524252
Hair/Body,Africa,Fragrance,Brand C,Deodorant,8941.798847779382,859.3005236757052
Hair/Body,Africa,Fragrance,Brand C,Soap,12446.782341065653,350.51565915399976
Hair/Body,Africa,Fragrance,Brand D,Lotion,11524.378919608807,952.9556528906088
Hair/Body,Africa,Fragrance,Brand D,Deodorant,9720.911070545098,2164.6547373970543
Hair/Body,Africa,Fragrance,Brand E,Body Wash,6573.680413604152,705.9824020620706
Hair/Body,Africa,Fragrance,Brand E,Soap,5999.541926561403,1135.4992540071678
Hair/Body,Africa,Skincare,Brand A,Cream,5948.362566973157,1265.4011387973494
Hair/Body,Africa,Skincare,Brand A,Conditioner,5852.051728876447,701.655874949503
Hair/Body,Africa,Skincare,Brand B,Deodorant,5551.884357585566,599.2788783674314
Hair/Body,Africa,Skincare,Brand B,Lotion,2793.1163582354407,452.1722874992798
Hair/Body,Africa,Skincare,Brand C,Body Wash,11374.422078647029,2115.8131146077076
Hair/Body,Africa,Skincare,Brand C,Lotion,4268.0523846974465,628.8651410771151
Hair/Body,Africa,Skincare,Brand D,Lotion,9864.7828380393,1600.5877299112512
Hair/Body,Africa,Skincare,Brand D,Cream,2339.0743180716586,264.29990862094854
Hair/Body,Africa,Skincare,Brand E,Lotion,7231.893669506766,442.02220957535593
Hair/Body,Africa,Skincare,Brand E,Cream,8374.831207706466,1208.9748480971782
CC/Fragrances,North America,Hair,Brand A,Body Wash,9786.292440192288,1734.6076205296563
CC/Fragrances,North America,Hair,Brand A,Perfume,6875.921093723259,754.7044286442177
CC/Fragrances,North America,Hair,Brand B,Deodorant,10515.462088749904,1733.023895956297
CC/Fragrances,North America,Hair,Brand B,Lotion,6092.3608278235115,778.3487827003245
CC/Fragrances,North America,Hair,Brand C,Shampoo,7214.110572878708,1137.5437370892412
CC/Fragrances,North America,Hair,Brand C,Body Wash,10777.08320961935,1232.8116834047503
CC/Fragrances,North America,Hair,Brand D,Lotion,9782.25943719233,2408.6059465713
CC/Fragrances,North America,Hair,Brand D,Body Wash,8258.60902672189,1131.1664975497388
CC/Fragrances,North America,Hair,Brand E,Lotion,9683.975231317281,1327.1216080420388
CC/Fragrances,North America,Hair,Brand E,Conditioner,1267.474442697145,65.5593331996141
CC/Fragrances,North America,Body,Brand A,Shampoo,10158.390665588597,2151.8944557173777
CC/Fragrances,North America,Body,Brand A,Deodorant,2550.390107633269,369.4032245507946
CC/Fragrances,North America,Body,Brand B,Conditioner,11071.315885750999,907.2078291783555
CC/Fragrances,North America,Body,Brand B,Perfume,10410.093803392941,1067.48714268268
CC/Fragrances,North America,Body,Brand C,Conditioner,10391.59729033293,1193.6236110730122
CC/Fragrances,North America,Body,Brand C,Deodorant,11811.215917267271,645.049330981164
CC/Fragrances,North America,Body,Brand D,Soap,5220.087730559614,597.976805719975
CC/Fragrances,North America,Body,Brand D,Shampoo,8882.870505094323,1606.54349515196
CC/Fragrances,North America,Body,Brand E,Lotion,5887.234268788279,412.4133634271579
CC/Fragrances,North America,Body,Brand E,Shampoo,8709.7873144544,1759.506994188814
CC/Fragrances,North America,Fragrance,Brand A,Cream,4327.4484408398375,534.1246170334191
CC/Fragrances,North America,Fragrance,Brand A,Conditioner,11272.321646043927,2023.9811486974145
CC/Fragrances,North America,Fragrance,Brand B,Shampoo,9222.223242325768,462.03125802354776
CC/Fragrances,North America,Fragrance,Brand B,Perfume,2224.403762490312,318.6509343517466
CC/Fragrances,North America,Fragrance,Brand C,Body Wash,6398.205772294599,1091.9472309922803
CC/Fragrances,North America,Fragrance,Brand C,Conditioner,5824.578536763076,941.5655264199696
CC/Fragrances,North America,Fragrance,Brand D,Conditioner,2200.27311035436,96.45818154590371
CC/Fragrances,North America,Fragrance,Brand D,Shampoo,2221.7071662468884,385.4808926822744
CC/Fragrances,North America,Fragrance,Brand E,Deodorant,7958.335187348412,887.3061218547656
CC/Fragrances,North America,Fragrance,Brand E,Conditioner,5729.414819163193,805.3692340521656
CC/Fragrances,North America,Skincare,Brand A,Deodorant,4747.734715534925,728.9005116804417
CC/Fragrances,North America,Skincare,Brand A,Lotion,9517.064557387246,805.3049663923407
CC/Fragrances,North America,Skincare,Brand B,Body Wash,11835.657139855606,699.3718873010172
CC/Fragrances,North America,Skincare,Brand B,Conditioner,2223.521975278987,139.04288746914813
CC/Fragrances,North America,Skincare,Brand C,Shampoo,5892.853451498126,843.850298894858
CC/Fragrances,North America,Skincare,Brand C,Perfume,7082.071124629311,538.3029539971104
CC/Fragrances,North America,Skincare,Brand D,Conditioner,5594.038414032781,167.719971115402
CC/Fragrances,North America,Skincare,Brand D,Deodorant,8835.879117729355,1860.6031626545432
CC/Fragrances,North America,Skincare,Brand E,Deodorant,1290.4695199865503,197.16656490810277
CC/Fragrances,North America,Skincare,Brand E,Lotion,2614.774305848613,358.4917195934523
CC/Fragrances,Europe,Hair,Brand A,Perfume,8914.29576616423,1468.344156029594
CC/Fragrances,Europe,Hair,Brand A,Deodorant,11638.440028161924,305.63767655287046
CC/Fragrances,Europe,Hair,Brand B,Cream,6724.956998343972,241.39900818920933
CC/Fragrances,Europe,Hair,Brand B,Shampoo,4790.821022131053,579.481264923058
CC/Fragrances,Europe,Hair,Brand C,Deodorant,2735.5636609035555,665.5738631778848
CC/Fragrances,Europe,Hair,Brand C,Conditioner,4990.473590690064,416.61383783517704
CC/Fragrances,Europe,Hair,Brand D,Deodorant,12077.058957210513,794.9004109069693
CC/Fragrances,Europe,Hair,Brand D,Body Wash,2045.7552055393724,248.71455866861285
CC/Fragrances,Europe,Hair,Brand E,Lotion,9364.870095378094,766.3797181388245
CC/Fragrances,Europe,Hair,Brand E,Body Wash,6162.911044337339,201.48762190066338
CC/Fragrances,Europe,Body,Brand A,Cream,8054.806530982555,739.117217715155
CC/Fragrances,Europe,Body,Brand A,Lotion,4133.752623055147,119.55219056578716
CC/Fragrances,Europe,Body,Brand B,Deodorant,3167.2767652508805,463.2777053345047
CC/Fragrances,Europe,Body,Brand B,Perfume,6339.019399026772,1479.0152816509383
CC/Fragrances,Europe,Body,Brand C,Lotion,5550.4720943010225,193.7748964767519
CC/Fragrances,Europe,Body,Brand C,Deodorant,6648.921768060454,357.07147953067505
CC/Fragrances,Europe,Body,Brand D,Deodorant,1237.756905079877,121.23980257799673
CC/Fragrances,Europe,Body,Brand D,Lotion,12254.293222745435,2964.282940080688
CC/Fragrances,Europe,Body,Brand E,Perfume,11532.177351981045,1000.5061781905758
CC/Fragrances,Europe,Body,Brand E,Cream,6196.214033447975,883.2230333668178
CC/Fragrances,Europe,Fragrance,Brand A,Conditioner,2589.165787512408,545.9140039444894
CC/Fragrances,Europe,Fragrance,Brand A,Deodorant,8615.642421455721,383.7337029457454
CC/Fragrances,Europe,Fragrance,Brand B,Deodorant,8524.507425807258,1758.2871119224415
CC/Fragrances,Europe,Fragrance,Brand B,Perfume,6316.357038105123,784.7244845592625
CC/Fragrances,Europe,Fragrance,Brand C,Cream,8090.525908420771,1890.7708516646064
CC/Fragrances,Europe,Fragrance,Brand C,Body Wash,4947.311287284171,410.8451690384103
CC/Fragrances,Europe,Fragrance,Brand D,Perfume,7076.087925814537,916.5064769054163
CC/Fragrances,Europe,Fragrance,Brand D,Body Wash,3207.249459003404,580.4086676651333
CC/Fragrances,Europe,Fragrance,Brand E,Soap,4539.8308088414315,1035.30751731685
CC/Fragrances,Europe,Fragrance,Brand E,Cream,5051.754104124035,842.8878826714266
CC/Fragrances,Europe,Skincare,Brand A,Lotion,9457.93716738173,507.742359614632
CC/Fragrances,Europe,Skincare,Brand A,Shampoo,1313.0043696739826,216.82805146796795
CC/Fragrances,Europe,Skincare,Brand B,Lotion,12604.236891740917,992.8246786624971
CC/Fragrances,Europe,Skincare,Brand B,Conditioner,2077.0801238752247,163.74449504722799
CC/Fragrances,Europe,Skincare,Brand C,Cream,8444.876162996086,1108.0650354187565
CC/Fragrances,Europe,Skincare,Brand C,Shampoo,6414.9816303396665,320.7928975277771
CC/Fragrances,Europe,Skincare,Brand D,Soap,4180.047184890152,788.0206822338159
CC/Fragrances,Europe,Skincare,Brand D,Shampoo,4768.247882350977,1056.547123023047
CC/Fragrances,Europe,Skincare,Brand E,Deodorant,1354.612401989466,88.96819675977231
CC/Fragrances,Europe,Skincare,Brand E,Lotion,2293.1248990826484,603.3220272562223
CC/Fragrances,Asia,Hair,Brand A,Perfume,4805.638317615304,821.5833735448933
CC/Fragrances,Asia,Hair,Brand A,Body Wash,2812.311556313486,460.1212296308209
CC/Fragrances,Asia,Hair,Brand B,Shampoo,2717.1089388897212,322.4658924638875
CC/Fragrances,Asia,Hair,Brand B,Lotion,11235.75972532863,568.108561309193
CC/Fragrances,Asia,Hair,Brand C,Perfume,4218.882507779684,349.1929175319545
CC/Fragrances,Asia,Hair,Brand C,Conditioner,2630.5131379695063,189.71446217834313
CC/Fragrances,Asia,Hair,Brand D,Perfume,7689.519235364859,1120.1779990122416
CC/Fragrances,Asia,Hair,Brand D,Lotion,6065.449288051588,437.4704133067243
CC/Fragrances,Asia,Hair,Brand E,Deodorant,9182.142633470901,2052.2636041920564
CC/Fragrances,Asia,Hair,Brand E,Body Wash,10269.712177580242,474.3358635345172
CC/Fragrances,Asia,Body,Brand A,Shampoo,2669.453957449099,136.58346594413788
CC/Fragrances,Asia,Body,Brand A,Soap,10275.013963347456,2264.058199353749
CC/Fragrances,Asia,Body,Brand B,Body Wash,11900.58154407352,1032.4648541376266
CC/Fragrances,Asia,Body,Brand B,Soap,5002.152838843457,280.9739512237982
CC/Fragrances,Asia,Body,Brand C,Soap,7077.156054628569,937.1553535167367
CC/Fragrances,Asia,Body,Brand C,Deodorant,8505.948748603005,1016.4449200192635
CC/Fragrances,Asia,Body,Brand D,Cream,10994.397680082662,1245.3686906278065
CC/Fragrances,Asia,Body,Brand D,Shampoo,7357.712010517084,1025.3528834588517
CC/Fragrances,Asia,Body,Brand E,Conditioner,3309.9804371798446,645.593643373238
CC/Fragrances,Asia,Body,Brand E,Soap,12304.625036787496,1017.7982659364299
CC/Fragrances,Asia,Fragrance,Brand A,Body Wash,5163.727051813823,726.1038652154208
CC/Fragrances,Asia,Fragrance,Brand A,Lotion,9697.589151408627,2376.279998092361
CC/Fragrances,Asia,Fragrance,Brand B,Shampoo,11302.19107182597,1526.382450692285
CC/Fragrances,Asia,Fragrance,Brand B,Lotion,8117.613286480941,988.3292148799449
CC/Fragrances,Asia,Fragrance,Brand C,Soap,5153.2174906396085,828.4988138048188
CC/Fragrances,Asia,Fragrance,Brand C,Shampoo,2034.0239513558313,252.58680996497236
CC/Fragrances,Asia,Fragrance,Brand D,Perfume,9696.12721953927,1266.9345542214285
CC/Fragrances,Asia,Fragrance,Brand D,Cream,10905.504242665844,2835.3291855667144
CC/Fragrances,Asia,Fragrance,Brand E,Body Wash,10232.88003981618,1517.642301039295
CC/Fragrances,Asia,Fragrance,Brand E,Conditioner,3385.3612991396394,536.4889744691396
CC/Fragrances,Asia,Skincare,Brand A,Soap,4110.328498510594,372.0010129170598
CC/Fragrances,Asia,Skincare,Brand A,Conditioner,5169.74833748488,904.8711916485369
CC/Fragrances,Asia,Skincare,Brand B,Cream,7686.625086939098,1405.4349569119136
CC/Fragrances,Asia,Skincare,Brand B,Deodorant,10162.61468610441,1786.8940861484073
CC/Fragrances,Asia,Skincare,Brand C,Shampoo,3963.0476880701526,213.78547477458974
CC/Fragrances,Asia,Skincare,Brand C,Deodorant,11789.14302348998,1480.6476405392746
CC/Fragrances,Asia,Skincare,Brand D,Conditioner,10082.04288476751,1105.1576038741612
CC/Fragrances,Asia,Skincare,Brand D,Lotion,7501.4669882450025,416.80132234113086
CC/Fragrances,Asia,Skincare,Brand E,Cream,10729.272542139333,1373.910345664617
CC/Fragrances,Asia,Skincare,Brand E,Deodorant,7786.143985613925,1549.3854082000016
CC/Fragrances,South America,Hair,Brand A,Deodorant,2268.5773030721903,243.84033325211968
CC/Fragrances,South America,Hair,Brand A,Lotion,8421.470003302002,289.83199497442456
CC/Fragrances,South America,Hair,Brand B,Shampoo,6378.084565745442,742.6513651401033
CC/Fragrances,South America,Hair,Brand B,Soap,6647.829979501198,1523.5018864178944
CC/Fragrances,South America,Hair,Brand C,Shampoo,11879.59882900467,1133.0779696330148
CC/Fragrances,South America,Hair,Brand C,Conditioner,11185.097818390952,454.1282945326537
CC/Fragrances,South America,Hair,Brand D,Lotion,6534.18116183969,1612.6195003335108
CC/Fragrances,South America,Hair,Brand D,Cream,1481.7392443069623,153.4789602162224
