Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution,Potential_Max_Sales,Potential_Max_Margin,Adjusted_Sales,Potential_Margin,Additional_Sales
Hair/Body,North America,Body,Brand B,Cream,1936,37,-0.1228183690807293,0.2300943622023592,0.069479393993154,0.2431085351240809,2381.4626852237675,214.21294479724182,23892.720128490128,2149.1539505097444,21511.25744326636
Hair/Body,North America,Body,Brand B,Deodorant,5916,45,-0.0437921798189624,0.2049750668746109,0.0641813628148036,0.3072147745029916,7128.632495630198,985.5095510968783,26291.51589175925,3634.7139567128875,19162.88339612905
Hair/Body,North America,Body,Brand C,Soap,7863,19,-0.0789608234908947,0.2372013666167458,0.0931941139211502,0.2125438304910262,9728.114345707472,392.8536304333602,31903.797462619183,1288.3815107838432,22175.68311691171
Hair/Body,North America,Body,Brand C,Shampoo,4446,52,-0.1118031994928379,0.2737911423867555,0.0571877256124945,0.4025687158302228,5663.275419051514,1185.5259066770263,31259.694615049993,6543.771061581316,25596.41919599848
Hair/Body,North America,Body,Brand D,Lotion,5289,15,-0.0047261538285791,0.2408571814696503,0.0924264993462889,0.4540232505865635,6562.8936327929805,446.9559450621794,29080.354678172942,1980.4735738791387,22517.46104537996
Hair/Body,North America,Body,Brand D,Body Wash,8632,32,-0.0190838811143646,0.2489508466774861,0.062068819396528,0.3770587055334889,10780.94370852006,1300.8155773324754,34055.07221102027,4109.043662315774,23274.128502500207
Hair/Body,North America,Body,Brand E,Deodorant,3881,31,-0.0207766455188694,0.2648027090342292,0.0736807636962056,0.4808834399402764,4908.699313761843,731.7587856066234,29664.800207272798,4422.246462332454,24756.100893510957
Hair/Body,North America,Body,Brand E,Soap,6229,53,-0.0335966702881962,0.187170681860694,0.0582358464293517,0.2686821037198874,7394.886177310263,1053.0429946910838,24893.258083511668,3544.837663669604,17498.371906201406
Hair/Body,North America,Fragrance,Brand A,Body Wash,3178,10,-0.1278143744639859,0.186609350931355,0.0591740860568669,0.2492234279873915,3771.0445172598456,93.98326416845568,21216.938240092033,528.7758079592511,17445.89372283219
Hair/Body,North America,Fragrance,Brand A,Shampoo,3582,36,-0.0253163680893623,0.1834973462590343,0.0741201779718349,0.3502440747337954,4239.2874942998615,534.5227173497777,21394.243477370896,2697.55452409007,17154.955983071035
Hair/Body,North America,Fragrance,Brand B,Deodorant,7089,11,-0.0811495251687158,0.1510030191771701,0.0611445651192479,0.4703176660136697,8159.460402946958,422.12922099094675,22276.55909732465,1152.4765209616241,14117.098694377693
Hair/Body,North America,Fragrance,Brand B,Shampoo,5655,32,-0.1367802368143671,0.215223463080361,0.0956696265512153,0.2170546205102627,6872.088683719442,477.3179524344302,26993.082861235664,1874.8714741912268,20120.994177516222
Hair/Body,North America,Fragrance,Brand C,Cream,5995,59,-0.1245021202787769,0.1957133466790673,0.0506227356351366,0.2156744326709076,7168.301513341008,912.1514236412598,25465.317334154934,3240.408542608812,18297.015820813926
Hair/Body,North America,Fragrance,Brand C,Soap,4807,56,-0.0046762327963794,0.2292973452483571,0.0933370815072408,0.3257249239351119,5909.232338608853,1077.8791822446324,27345.977582966534,4988.0692221601075,21436.74524435768
Hair/Body,North America,Fragrance,Brand D,Deodorant,7599,22,-0.1420470876378833,0.2895332012430488,0.0797455476597131,0.259136099924597,9799.16279624593,558.6497024999833,36867.288980210345,2101.802005847452,27068.126183964414
Hair/Body,North America,Fragrance,Brand D,Lotion,1737,25,-0.089536282715283,0.2862488260960008,0.094909130322651,0.2829015476840923,2234.2142109287533,158.01566453238436,28995.287937578796,2050.7029582717337,26761.073726650044
Hair/Body,North America,Fragrance,Brand E,Conditioner,7884,56,-0.0182555690783985,0.1937384540419593,0.0907304337632486,0.4591779774016629,9411.433971666807,2420.053000713188,27523.819349852678,7077.465751683099,18112.38537818587
Hair/Body,North America,Fragrance,Brand E,Shampoo,9091,20,-0.0233003129343532,0.2530734558303159,0.056610593308904,0.3046764328308409,11391.6907869534,694.1559425761834,35051.23728047112,2135.8571881842654,23659.546493517715
Hair/Body,North America,Skincare,Brand A,Body Wash,2741,49,-0.0892099545973627,0.264724048586475,0.0604861283862675,0.4450017294853789,3466.6086171755283,755.8969467450937,28215.355635841195,6152.382207437238,24748.74701866567
Hair/Body,North America,Skincare,Brand A,Shampoo,6401,22,-0.1250684511942442,0.1575151497132004,0.0706813674802255,0.2529785407729755,7409.254473314196,412.3641246724266,22135.16476621991,1231.9387701120927,14725.910292905715
Hair/Body,North America,Skincare,Brand B,Perfume,6782,53,-0.1193681593636342,0.1176057240698071,0.0923273111053365,0.4636627466398749,7579.602020641432,1862.6209184037089,18574.425983526988,4564.502765454027,10994.823962885555
Hair/Body,North America,Skincare,Brand B,Conditioner,9064,55,-0.0595765501750903,0.2391720513224429,0.0844834041439126,0.3160085023039026,11231.855473186622,1952.1490043965778,33591.77563805554,5838.4076900108585,22359.920164868916
Hair/Body,North America,Skincare,Brand C,Soap,6935,49,-0.0806380147441276,0.2962804282093388,0.0864186625243492,0.4525182307974947,8989.704769631764,1993.3225958953271,36688.62144716058,8135.11233315738,27698.916677528818
Hair/Body,North America,Skincare,Brand C,Deodorant,4196,59,-0.0636679424165011,0.2812459901971567,0.0978019487473905,0.2051885162928402,5376.10817486727,650.8382393001863,31669.472523780347,3833.945126569502,26293.364348913077
Hair/Body,North America,Skincare,Brand D,Perfume,4508,28,-0.0500855954008005,0.1507401089452901,0.0908233295373239,0.2905223036359983,5187.5364111253675,421.98660793961307,19280.055930123417,1568.3601536540966,14092.519518998048
Hair/Body,North America,Skincare,Brand D,Body Wash,6212,30,-0.0111591769725625,0.2036852818491878,0.0692732044557246,0.2228493026477097,7477.292970847155,499.89285727377296,26519.59584747636,1772.9620323327613,19042.30287662921
Hair/Body,North America,Skincare,Brand E,Perfume,9631,50,-0.0767406392894317,0.2481554609819116,0.0984844644596565,0.2893200858352988,12020.98524471679,1738.956241413161,35220.75405278369,5095.035792867662,23199.7688080669
Hair/Body,North America,Skincare,Brand E,Conditioner,7114,22,-0.0241179693201065,0.2736663469506043,0.0951315566532883,0.3912808726148906,9060.862392206598,779.9752715625294,34645.61460632383,2982.356589397149,25584.752214117227
Hair/Body,Europe,Hair,Brand A,Shampoo,7107,18,-0.038192273277092,0.2069088927599463,0.0703404404766753,0.3239639554703247,8577.501500844939,500.1842365679471,27921.176056182478,1628.1818345779554,19343.67455533754
Hair/Body,Europe,Hair,Brand A,Soap,5570,24,-0.0705650640414016,0.1638275455311306,0.0649244855040953,0.4587638552149991,6482.519428608398,713.7469450978851,21798.568350829482,2400.0948611506074,15316.048922221084
Hair/Body,Europe,Hair,Brand B,Soap,4454,13,-0.0504110958116492,0.1479399563563118,0.0971283090457411,0.2894030032395057,5112.924565611012,192.36044420123338,18943.661037665184,712.705811564697,13830.736472054172
Hair/Body,Europe,Hair,Brand B,Shampoo,1542,55,-0.0846024959619075,0.2176165277477942,0.0538533337556511,0.4258060993410874,1877.5646857870986,439.71317231356835,22222.283728383965,5204.311174058751,20344.719042596866
Hair/Body,Europe,Hair,Brand C,Body Wash,3082,41,-0.0742976434566084,0.134127354168288,0.0812415720311232,0.3757603394301099,3495.3805055466632,538.5043997326572,16034.792675762043,2470.348046799672,12539.412170215379
Hair/Body,Europe,Hair,Brand C,Lotion,5285,49,-0.0612072278795951,0.1914076229866633,0.0654823038869452,0.215906868100045,6296.589287484515,666.143667658807,24191.067949454813,2559.2786813114612,17894.478661970297
Hair/Body,Europe,Hair,Brand D,Lotion,9995,51,-0.1237340331768128,0.120557228913789,0.0522081136506967,0.358520655953379,11199.969502993321,2047.8644105642131,22470.72626117312,4108.67195464135,11270.756758179798
Hair/Body,Europe,Hair,Brand D,Deodorant,6575,14,-0.1455341171879123,0.1582555699560026,0.0969326022729588,0.4810175932928306,7615.530372460717,512.8485727973311,22410.661702799396,1509.1891578932525,14795.13133033868
Hair/Body,Europe,Hair,Brand E,Cream,4924,13,-0.0828740646069554,0.1283129928012767,0.0924207652657929,0.4229525095091122,5555.813176553486,305.4798663003216,17551.64738581055,965.0567300201906,11995.834209257064
Hair/Body,Europe,Hair,Brand E,Lotion,6474,31,-0.1424949828426345,0.1881124958086157,0.084031098712201,0.3196703751257045,7691.840297864978,762.2445767619075,25278.261307501547,2505.0204951553264,17586.421009636568
Hair/Body,Europe,Body,Brand A,Shampoo,5696,43,-0.0681476319520803,0.1795018209758652,0.0558681644028388,0.4649670390362744,6718.442372278529,1343.257330412902,23499.8612892317,4698.464196209408,16781.41891695317
Hair/Body,Europe,Body,Brand A,Perfume,4586,13,-0.137247091172689,0.1996838943171953,0.0670449252237889,0.3808717197787394,5501.750339338658,272.40994475983314,24169.968094945787,1196.7354509915044,18668.21775560713
Hair/Body,Europe,Body,Brand B,Soap,2249,45,-0.1227508185666318,0.2390209569595214,0.0759276029883242,0.4293889915760814,2786.558132201964,538.4328238594486,25132.35265875484,4856.200003834735,22345.794526552876
Hair/Body,Europe,Body,Brand B,Cream,1512,42,-0.1255242810309671,0.2843679326719609,0.0672817316589243,0.2257610981890223,1941.964314200005,184.13639841142754,28527.195476605542,2704.939011201578,26585.231162405536
Hair/Body,Europe,Body,Brand C,Lotion,6714,20,-0.0184646252683902,0.2234993192930144,0.0524736506267524,0.3706601117930941,8214.574429733299,608.9630152915273,29109.26889199303,2157.928972344275,20894.694462259733
Hair/Body,Europe,Body,Brand C,Perfume,6946,48,-0.0225646458912353,0.2348100245728926,0.0734953693759345,0.3150899142210447,8576.990430683312,1297.2111259577885,30529.109728612824,4617.318991504068,21952.119297929512
Hair/Body,Europe,Body,Brand D,Deodorant,8377,30,-0.070933710686717,0.2970588455617473,0.0763189945381848,0.3498503415616537,10865.461949270757,1140.3856722532578,38637.15197033434,4055.1662441372964,27771.69002106358
Hair/Body,Europe,Body,Brand D,Lotion,5984,34,-0.1034765695916621,0.1355817445617809,0.0506937177557222,0.2839265156262187,6795.321159457697,655.9864321844196,19470.702615830225,1879.6045751723725,12675.381456372528
Hair/Body,Europe,Body,Brand E,Conditioner,8559,42,-0.0503260569912093,0.1997922794917121,0.0844220281618799,0.2890760774421436,10269.022120169564,1246.7820261393933,28947.372681160312,3514.5570377087897,18678.350560990748
Hair/Body,Europe,Body,Brand E,Cream,7281,47,-0.1476220823683886,0.1363336504299769,0.0613451534732988,0.358036608095914,8273.64530878066,1392.2659143839142,21019.321580502212,3537.072703485321,12745.676271721552
Hair/Body,Europe,Fragrance,Brand A,Cream,1651,47,-0.1362620308383356,0.1114875841460437,0.0847067053818748,0.3627066018736651,1835.066001425118,312.82756018767543,12257.912095255997,2089.632051804108,10422.84609383088
Hair/Body,Europe,Fragrance,Brand A,Deodorant,9025,30,-0.1183943872068032,0.1257995910995545,0.0602950964221989,0.2717770767534738,10160.341309673478,828.4043579881858,21921.200482834087,1787.303935845446,11760.859173160608
Hair/Body,Europe,Fragrance,Brand B,Lotion,5251,56,-0.0532402324631453,0.1585374791039953,0.0888093276566257,0.2431816491803157,6083.4803027750795,828.4588327594938,20904.96699532272,2846.8744359902835,14821.48669254764
Hair/Body,Europe,Fragrance,Brand B,Deodorant,7077,59,-0.0844173701584009,0.2205039490460763,0.0795419337598458,0.438784088694825,8637.506447399082,2236.1002331194322,29252.16718826273,7572.877458009808,20614.66074086365
Hair/Body,Europe,Fragrance,Brand C,Perfume,9439,45,-0.0628624605640838,0.2083915873714873,0.0892239914453923,0.2156989710934944,11406.008193199468,1107.1189042006915,30888.29816350555,2998.158359713749,19482.289970306083
Hair/Body,Europe,Fragrance,Brand C,Conditioner,3714,18,-0.1422335483978807,0.1854860997002504,0.0736502760487228,0.2234967979265691,4402.89537428673,177.12594319658166,21743.77763062976,874.7396415491603,17340.88225634303
Hair/Body,Europe,Fragrance,Brand D,Cream,4258,42,-0.1201319060323417,0.1262412653557511,0.0571936550856412,0.447108278101887,4795.5353078847875,900.5318843157713,16597.686099580373,3116.804398032782,11802.150791695583
Hair/Body,Europe,Fragrance,Brand D,Body Wash,9567,23,-0.1013505864947479,0.179017727633878,0.0561151925410214,0.2070499254022024,11279.662600273312,537.1542589881784,28015.824187119026,1334.1550908455688,16736.161586845712
Hair/Body,Europe,Fragrance,Brand E,Body Wash,5382,45,-0.1050659056690753,0.2578484352658601,0.0623472043782284,0.4265623624342841,6769.740278600859,1299.47238283793,30875.694111008343,5926.684059805514,24105.953832407486
Hair/Body,Europe,Fragrance,Brand E,Perfume,8665,20,-0.1031671477994276,0.2248805038360344,0.0632002398143803,0.341940058690961,10613.589565739238,725.8422878061292,31637.409383340942,2163.6195242739127,21023.819817601703
Hair/Body,Europe,Skincare,Brand A,Shampoo,4467,56,-0.0057413887737732,0.289630027005857,0.0640731813657422,0.4068692159215932,5760.777330635163,1312.5744551440737,32837.95564386937,7482.021828561945,27077.17831323421
Hair/Body,Europe,Skincare,Brand A,Soap,3012,18,-0.1021092290263473,0.1231720162784789,0.0819864083873162,0.3199014806004581,3382.9941130307784,194.8004686118123,14898.20433640142,857.8723725905362,11515.210223370643
Hair/Body,Europe,Skincare,Brand B,Soap,8862,50,-0.1288536353431793,0.288953291819514,0.0532988013743998,0.4980446939490788,11422.704072104534,2844.5085768310996,38436.615190632176,9571.576124528458,27013.911118527638
Hair/Body,Europe,Skincare,Brand B,Perfume,4613,12,-0.0189651643484477,0.2858455405504989,0.0682188538489936,0.4062299359021512,5931.6054785594515,289.15148560224657,32654.976503111953,1591.8514814094506,26723.371024552504
Hair/Body,Europe,Skincare,Brand C,Cream,3199,56,-0.1436805778017757,0.2938287365560149,0.0547582108723411,0.384120617461886,4138.958128242692,890.321125046906,31608.66897116798,6799.263207717905,27469.710842925288
Hair/Body,Europe,Skincare,Brand C,Lotion,1106,29,-0.0886576280534328,0.2677594242014709,0.0854587170574037,0.4534789494010691,1402.141923166827,184.39413540637727,26434.662719104646,3476.393292513043,25032.52079593782
Hair/Body,Europe,Skincare,Brand D,Body Wash,8388,50,-0.0127008136350387,0.185570469254164,0.0846595493646062,0.483238997878128,9944.565096103928,2402.800835687536,27293.334965064834,6594.601918635001,17348.769868960906
Hair/Body,Europe,Skincare,Brand D,Lotion,2739,29,-0.0893119852459007,0.1313549226404429,0.0763232884351249,0.3626119811563916,3098.781133112173,325.85999809587736,15379.0018665254,1617.2169971582994,12280.220733413227
Hair/Body,Europe,Skincare,Brand E,Cream,9314,44,-0.0746839750444278,0.119384185162565,0.0912784395104298,0.3517985702524093,10425.944300604131,1613.8462113328671,21587.034546822186,3341.4866714070213,11161.090246218055
Hair/Body,Europe,Skincare,Brand E,Conditioner,2597,15,-0.0639256090178891,0.2770996880131318,0.0952770767507851,0.3369832513780334,3316.627889770103,167.64720748586927,29222.359213412892,1477.1168431009062,25905.73132364279
Hair/Body,Asia,Hair,Brand A,Perfume,5490,43,-0.0294909277779743,0.1410835268002014,0.0785221043666447,0.3421113930461329,6264.548562133105,921.5645772204974,19454.285316022087,2861.879039577935,13189.736753888983
Hair/Body,Asia,Hair,Brand A,Conditioner,3652,37,-0.0083994454646946,0.2327311975062634,0.0853589677056053,0.2514398071859254,4501.934333292874,418.8272352689374,26259.706478244498,2443.0121474500534,21757.772144951625
Hair/Body,Asia,Hair,Brand B,Perfume,6948,16,-0.0294041326940743,0.1124178985676558,0.0819014244827616,0.2740469201736206,7729.079559248073,338.9008718382111,18238.89967901741,799.7302855024574,10509.820119769338
Hair/Body,Asia,Hair,Brand B,Soap,5325,50,-0.0430569396377901,0.2148264993531733,0.0998690927091626,0.4467696744706877,6468.951109055647,1445.0655905797928,26552.83360400199,5931.500412767154,20083.88249494634
Hair/Body,Asia,Hair,Brand C,Shampoo,1803,56,-0.0750498546666551,0.1974872530492102,0.0560305688033076,0.4795130986802131,2159.0695172477263,579.7691841096115,20621.92580561224,5537.550784529442,18462.856288364514
Hair/Body,Asia,Hair,Brand C,Perfume,6703,29,-0.0286741326043684,0.2915028704582817,0.0628523001269295,0.3248261307077111,8656.943740681863,815.4804463216082,35909.21203556722,3382.6326166600606,27252.268294885358
Hair/Body,Asia,Hair,Brand D,Conditioner,6292,40,-0.0877495177238305,0.1593741236762017,0.0983820035657605,0.2588897175496478,7294.78198617066,755.4176191943924,22194.485618103437,2298.369645132208,14899.703631932776
Hair/Body,Asia,Hair,Brand D,Deodorant,7316,26,-0.0068110415110231,0.1629294449885013,0.0793697538835506,0.2820981872936098,8507.991819535875,624.0231581479821,23740.078354336765,1741.2285981913328,15232.086534800892
Hair/Body,Asia,Hair,Brand E,Deodorant,8715,52,-0.01865017289217,0.2595631912665505,0.0714154305523435,0.3066267042910556,10977.093211887988,1750.2523554136046,35243.35761179559,5619.408388181104,24266.2643999076
Hair/Body,Asia,Hair,Brand E,Body Wash,6049,51,-0.0536133228371264,0.1188527901237913,0.0812662082078965,0.2200920678236494,6767.940527458813,759.6807130539042,17879.35126230717,2006.902729239946,11111.410734848356
Hair/Body,Asia,Body,Brand A,Conditioner,4145,42,-0.0827615627404873,0.1986961661878048,0.0558208297062596,0.3400640738606181,4968.595608848451,709.6491629266125,23544.471796970378,3362.784178393153,18575.876188121925
Hair/Body,Asia,Body,Brand A,Perfume,6591,33,-0.0372480687183176,0.1049182875096996,0.0598057590600771,0.4044729778656032,7282.51643297643,972.0417656403853,17091.206535269797,2281.2672968700895,9808.690102293365
Hair/Body,Asia,Body,Brand B,Perfume,1478,29,-0.0285012354173975,0.2952615228778801,0.0680814694642911,0.411221346833387,1914.3965308135068,228.29980873454525,29518.056920072,3520.1519855472097,27603.66038925849
Hair/Body,Asia,Body,Brand B,Lotion,5370,51,-0.1471814011216128,0.1558677661699065,0.0848122180555737,0.2745449413366708,6207.009904332397,869.0926167311469,20778.908203339583,2909.419508200226,14571.898299007185
Hair/Body,Asia,Body,Brand C,Lotion,7724,37,-0.0288196958312551,0.227929743844467,0.0644654975954751,0.2996295686172906,9484.529341454663,1051.4828109936957,30793.419102534666,3413.8489863192426,21308.88976108
Hair/Body,Asia,Body,Brand C,Perfume,6664,16,-0.122615400908675,0.1234803491382046,0.0530709869353378,0.444816112405746,7486.873046656995,532.8450820302925,19030.908954674116,1354.4407898825343,11544.035908017122
Hair/Body,Asia,Body,Brand D,Soap,3695,30,-0.1064552170362201,0.2440365626572101,0.0546246251372002,0.4137000602308734,4596.715099018391,570.498393998422,27411.412837124135,3402.0309425194773,22814.697738105744
Hair/Body,Asia,Body,Brand D,Perfume,3626,17,-0.1425603003404225,0.1014146221169829,0.0728311383961917,0.4532338828872136,3993.72941979618,307.7158936629707,13474.865871767995,1038.2351826757874,9481.136451971815
Hair/Body,Asia,Body,Brand E,Shampoo,9779,55,-0.0753198484169791,0.2577592186964204,0.0825622625438455,0.4429974213201599,12299.627399632294,2996.7867716797396,36397.24047751171,8868.136021089089,24097.613077879414
Hair/Body,Asia,Body,Brand E,Lotion,3965,26,-0.0902024536569861,0.1422446355652717,0.0624278068461712,0.2638409035401514,4528.999980016302,310.6832161838155,17827.287457730035,1222.9275839345503,13298.287477713733
Hair/Body,Asia,Fragrance,Brand A,Body Wash,7898,42,-0.13301079122317,0.216815600989909,0.0901567549204172,0.4447689817475883,9610.4096166183,1795.2530817314318,29880.250937235534,5581.719689161001,20269.841320617234
Hair/Body,Asia,Fragrance,Brand A,Lotion,7466,54,-0.0405796346240076,0.1870754150785047,0.068608611624726,0.2287925171741174,8862.705048976117,1094.969122448583,26352.170573213836,3255.756896761541,17489.46552423772
Hair/Body,Asia,Fragrance,Brand B,Shampoo,4305,31,-0.1260334021908087,0.1687710259512038,0.0554619925962616,0.2597738860705071,5031.559266719933,405.1909881500715,20809.768491193092,1675.808673047295,15778.209224473161
Hair/Body,Asia,Fragrance,Brand B,Lotion,3654,56,-0.0636174625582942,0.1093870504643584,0.0976090399870761,0.4464789897972957,4053.7002823967655,1013.5395239342914,14280.169896758554,3570.4456645975674,10226.46961436179
Hair/Body,Asia,Fragrance,Brand C,Shampoo,5236,57,-0.1060056658763913,0.165222361242652,0.0791748575304411,0.2678257569017269,6101.104283466526,931.3987374138004,21547.552923304604,3289.464112506522,15446.448639838076
Hair/Body,Asia,Fragrance,Brand C,Deodorant,9297,51,-0.0306048381914169,0.2895414292132645,0.0540849190779966,0.497295341748762,11988.86666739572,3040.623848736877,39057.76207483806,9905.854000863697,27068.89540744234
Hair/Body,Asia,Fragrance,Brand D,Soap,6686,19,-0.119329168301007,0.156368529425427,0.0635516439113137,0.2409187551314967,7731.479987738406,353.90512145430307,22350.19406790826,1023.0703770396858,14618.714080169857
Hair/Body,Asia,Fragrance,Brand D,Shampoo,5312,49,-0.0731945172145208,0.1567668941120379,0.0698252409485212,0.4851712533739518,6144.745741523146,1460.8144566087283,20800.70247834904,4945.032417314842,14655.956736825896
Hair/Body,Asia,Fragrance,Brand E,Cream,2184,39,-0.1218405058138824,0.2230759328618278,0.0873949581648231,0.2299234399041257,2671.1978373702323,239.5266882187238,23526.31038883447,2109.6075830126665,20855.112551464237
Hair/Body,Asia,Fragrance,Brand E,Lotion,4464,18,-0.0944894572547825,0.1953922916007103,0.0772044074077728,0.3320302898136787,5336.231189705571,318.92226991753176,23603.231940276568,1410.657829500511,18267.000750571
Hair/Body,Asia,Skincare,Brand A,Soap,7110,36,-0.0390690344034618,0.12800471056523,0.0624129794070948,0.2997095810393905,8020.113492118785,865.3337476600623,19987.12674947893,2156.520018336309,11967.013257360146
Hair/Body,Asia,Skincare,Brand A,Deodorant,6416,14,-0.0442165578940079,0.2946203732076983,0.0686814254623014,0.2099547268552541,8306.284314500592,244.1521116206275,35850.0043580551,1053.7629021857178,27543.72004355451
Hair/Body,Asia,Skincare,Brand B,Deodorant,2693,56,-0.0611037544812894,0.20090307134233,0.0891068727023994,0.2083506383439934,3234.031971124895,377.33507034090286,22016.229185444376,2568.7734266403963,18782.19721431948
Hair/Body,Asia,Skincare,Brand B,Lotion,5729,20,-0.1130387693429521,0.2534642378407367,0.0740115441606591,0.3872009590702572,7181.0966185895795,556.1054995788132,30877.176873082135,2391.1344997278734,23696.080254492554
Hair/Body,Asia,Skincare,Brand C,Shampoo,2122,24,-0.0613296776101861,0.2069896100577247,0.0790330462858354,0.240750712659432,2561.231952542492,147.9884202865712,21912.452675269866,1266.105263444951,19351.220722727376
Hair/Body,Asia,Skincare,Brand C,Cream,3694,40,-0.0312421960241823,0.1533521397442069,0.0630613001407623,0.3975126612675132,4260.4828042151,677.4383431152089,18597.198080238362,2957.048680397856,14336.715276023264
Hair/Body,Asia,Skincare,Brand D,Soap,9988,53,-0.0266642491803246,0.2182743280789293,0.09706868075829,0.3253264039209893,12168.123988852345,2098.0643704717704,32574.340028306826,5616.565237799557,20406.21603945448
Hair/Body,Asia,Skincare,Brand D,Cream,8338,46,-0.059114787279962,0.1012964904230459,0.0728223154384293,0.3494064535362037,9182.610137147358,1475.893091424076,18652.702592837973,2997.992344441371,9470.092455690616
Hair/Body,Asia,Skincare,Brand E,Shampoo,6391,46,-0.1136344704156173,0.2250320752750778,0.0677869480732453,0.4838405717324409,7829.179993083023,1742.5144650627597,28867.170050299035,6424.869708259769,21037.99005721601
Hair/Body,Asia,Skincare,Brand E,Deodorant,1566,24,-0.0139695692060261,0.2809128744583265,0.0581533242639513,0.2275706014587928,2005.9095614017392,109.55665088643289,28268.131302787224,1543.9189542459399,26262.221741385485
Hair/Body,South America,Hair,Brand A,Conditioner,3723,57,-0.0390533133782598,0.2036247887638008,0.0663003086330713,0.46623073705256,4481.09508856763,1190.8578315889308,23517.742536177015,6249.875828778866,19036.647447609383
Hair/Body,South America,Hair,Brand A,Perfume,3674,37,-0.0488419997401085,0.2160092633513482,0.0554643233910493,0.378822268898479,4467.618033552853,626.2002840156335,24662.07577517556,3456.7410953323415,20194.457741622708
Hair/Body,South America,Hair,Brand B,Deodorant,3277,16,-0.1357064972424767,0.1137452602164387,0.0865219883720135,0.2436399626124074,3649.7432177292694,142.27572817799145,14283.656852324391,556.8111394350035,10633.913634595121
Hair/Body,South America,Hair,Brand B,Body Wash,1506,44,-0.1025901610140718,0.1001349206630292,0.0979876606193261,0.3110763385009609,1656.803190518522,226.77259885421316,11018.301824496732,1508.1145147476761,9361.49863397821
Hair/Body,South America,Hair,Brand C,Conditioner,1478,24,-0.1401899627461883,0.1721673626151121,0.0654019314594693,0.2812562847229832,1732.4633619451356,116.94389006385065,17828.19219725119,1203.4298641742753,16095.728835306052
Hair/Body,South America,Hair,Brand C,Shampoo,5656,10,-0.0080079064134151,0.1248728074991277,0.0542565484706136,0.3603608464013633,6362.280599215066,229.2716821776114,18036.495838851373,649.9646906603148,11674.215239636307
Hair/Body,South America,Hair,Brand D,Conditioner,6755,36,-0.0246451385594267,0.1169910593293305,0.0536942003234157,0.4221724398468455,7545.274605769627,1146.746516267595,18482.63426858658,2809.0291694278003,10937.35966281695
Hair/Body,South America,Hair,Brand D,Cream,5457,56,-0.1391657470635117,0.266827407355757,0.0658088018843253,0.2855092236527868,6913.077161940366,1105.2984843921467,31858.464774267275,5093.695904903596,24945.38761232691
