Portfolio,Geography,Category,Brand,Segment,Year_4_Sales,Year_4_Margin
Hair/Body,Asia,Hair,Brand D,Soap,13989.981753485601,2229.4875415598444
Hair/Body,Asia,Hair,Brand D,Conditioner,3787.4983466751946,356.99493855755037
Hair/Body,Asia,Hair,Brand E,Shampoo,5159.54733888542,220.36278799542052
Hair/Body,Asia,Hair,Brand E,Cream,4993.822986305428,384.86881581885206
Hair/Body,Asia,Body,Brand A,Body Wash,5909.799322451637,1373.2741432336863
Hair/Body,Asia,Body,Brand A,Deodorant,8309.047142773323,2095.376605395202
Hair/Body,Asia,Body,Brand B,Perfume,6489.478031584965,321.2279348902351
Hair/Body,Asia,Body,Brand B,Lotion,7242.235775211052,159.21624389046437
Hair/Body,Asia,Body,Brand C,Deodorant,9398.870189905703,165.82518205390426
Hair/Body,Asia,Body,Brand C,Body Wash,11725.962953877874,1824.656197259546
Hair/Body,Asia,Body,Brand D,Lotion,4574.518638615762,134.96072658849218
Hair/Body,Asia,Body,Brand D,Deodorant,5390.763491551665,305.71668785956734
Hair/Body,Asia,Body,Brand E,Shampoo,8393.026012588914,1268.6705875333269
Hair/Body,Asia,Body,Brand E,Deodorant,2227.121803746048,243.3067688023178
Hair/Body,Asia,Fragrance,Brand A,Shampoo,9631.183198986771,207.84078050468506
Hair/Body,Asia,Fragrance,Brand A,Lotion,3802.8147632681375,93.49859350931352
Hair/Body,Asia,Fragrance,Brand B,Cream,2160.0021610164067,329.6820121369956
Hair/Body,Asia,Fragrance,Brand B,Lotion,9934.094096153796,304.77584910737914
Hair/Body,Asia,Fragrance,Brand C,Body Wash,10906.126245146183,131.80007622990087
Hair/Body,Asia,Fragrance,Brand C,Perfume,10446.393709334281,414.3683896650959
Hair/Body,Asia,Fragrance,Brand D,Deodorant,8894.620399231953,669.1367849876277
Hair/Body,Asia,Fragrance,Brand D,Conditioner,14767.890359243858,165.01492322771838
Hair/Body,Asia,Fragrance,Brand E,Cream,6773.764728120959,258.9739711288587
Hair/Body,Asia,Fragrance,Brand E,Conditioner,9385.141252887981,680.3311515005242
Hair/Body,Asia,Skincare,Brand A,Body Wash,8252.442078393948,1656.1819971480259
Hair/Body,Asia,Skincare,Brand A,Cream,5375.0911040922465,144.8963193467535
Hair/Body,Asia,Skincare,Brand B,Body Wash,7071.671056307579,267.24273714688826
Hair/Body,Asia,Skincare,Brand B,Soap,8306.926595280765,1152.0998874231238
Hair/Body,Asia,Skincare,Brand C,Perfume,13976.92464618208,813.8125888120725
Hair/Body,Asia,Skincare,Brand C,Soap,18071.537168357543,610.9518037835358
Hair/Body,Asia,Skincare,Brand D,Cream,5743.014149791058,96.59951275284466
Hair/Body,Asia,Skincare,Brand D,Perfume,8263.040150109357,1041.6931460259805
Hair/Body,Asia,Skincare,Brand E,Body Wash,10388.20404989078,516.4148021711175
Hair/Body,Asia,Skincare,Brand E,Shampoo,3712.302382565003,109.09909538601414
Hair/Body,South America,Hair,Brand A,Soap,6965.631817664242,117.83495096785626
Hair/Body,South America,Hair,Brand A,Conditioner,8526.713416377977,1088.5756347100769
Hair/Body,South America,Hair,Brand B,Perfume,10795.551183219626,440.5481130879546
Hair/Body,South America,Hair,Brand B,Shampoo,10426.036575026441,340.14855667950206
Hair/Body,South America,Hair,Brand C,Shampoo,9709.684692744411,664.4837351211631
Hair/Body,South America,Hair,Brand C,Cream,7275.141849892916,876.7067966117064
Hair/Body,South America,Hair,Brand D,Soap,6227.397561833174,607.7418196442809
Hair/Body,South America,Hair,Brand D,Cream,6942.278673043233,353.514026111246
Hair/Body,South America,Hair,Brand E,Cream,8654.715636556102,673.8509118804952
Hair/Body,South America,Hair,Brand E,Conditioner,5158.248044225211,49.51678206306926
Hair/Body,South America,Body,Brand A,Body Wash,3751.8997443754056,399.84847336024285
Hair/Body,South America,Body,Brand A,Shampoo,6536.079336620745,674.0882842199763
Hair/Body,South America,Body,Brand B,Perfume,3570.5784421955323,322.4752324448976
Hair/Body,South America,Body,Brand B,Body Wash,4020.9422962798185,34.42396179539623
Hair/Body,South America,Body,Brand C,Cream,3302.17376901596,676.0461320256231
Hair/Body,South America,Body,Brand C,Soap,4831.973750707344,703.1638895521143
Hair/Body,South America,Body,Brand D,Deodorant,12505.856983713875,809.9009154670032
Hair/Body,South America,Body,Brand D,Conditioner,2238.8750529017984,246.3597795659748
Hair/Body,South America,Body,Brand E,Soap,4106.387511882873,96.70046450076744
Hair/Body,South America,Body,Brand E,Perfume,12418.261986603404,337.03770874997696
Hair/Body,South America,Fragrance,Brand A,Lotion,7074.057097319647,275.09216294668084
Hair/Body,South America,Fragrance,Brand A,Cream,14002.156126914657,1429.8275804567081
Hair/Body,South America,Fragrance,Brand B,Conditioner,2402.3422708223193,254.25131969959614
Hair/Body,South America,Fragrance,Brand B,Soap,6300.798594504707,852.273203943084
Hair/Body,South America,Fragrance,Brand C,Perfume,14408.392360813046,974.712295195309
Hair/Body,South America,Fragrance,Brand C,Body Wash,7781.550645627816,116.52145224063621
Hair/Body,South America,Fragrance,Brand D,Conditioner,16089.312926664245,338.53124683732995
Hair/Body,South America,Fragrance,Brand D,Cream,13688.78211612315,864.897114847296
Hair/Body,South America,Fragrance,Brand E,Soap,2997.7102035367748,347.1315776410821
Hair/Body,South America,Fragrance,Brand E,Conditioner,9739.985583871949,1420.6555124170989
Hair/Body,South America,Skincare,Brand A,Lotion,7327.442571695634,161.75331998158424
Hair/Body,South America,Skincare,Brand A,Soap,4237.126475680438,411.624158166661
Hair/Body,South America,Skincare,Brand B,Conditioner,11084.396937283023,398.1673541185542
Hair/Body,South America,Skincare,Brand B,Perfume,12442.923368749069,1050.430454417111
Hair/Body,South America,Skincare,Brand C,Shampoo,2961.428807409101,101.44632229264833
Hair/Body,South America,Skincare,Brand C,Perfume,8034.114501152501,1152.7869527040552
Hair/Body,South America,Skincare,Brand D,Soap,4824.654363011521,415.0875402472668
Hair/Body,South America,Skincare,Brand D,Deodorant,4058.3071628833777,164.74382579328207
Hair/Body,South America,Skincare,Brand E,Deodorant,5415.670915633086,488.30421416798214
Hair/Body,South America,Skincare,Brand E,Perfume,11372.05994450836,764.7845271558219
Hair/Body,Africa,Hair,Brand A,Soap,12602.220561167918,481.55766834457546
Hair/Body,Africa,Hair,Brand A,Deodorant,2873.0661770635697,87.56371414298643
Hair/Body,Africa,Hair,Brand B,Soap,6512.291699567784,578.9221293431516
Hair/Body,Africa,Hair,Brand B,Perfume,1851.187833321284,59.239746801854515
Hair/Body,Africa,Hair,Brand C,Lotion,1378.4902283551028,39.39272935151814
Hair/Body,Africa,Hair,Brand C,Body Wash,6751.440073957467,921.4785109002554
Hair/Body,Africa,Hair,Brand D,Deodorant,7035.099504840442,423.4128982104321
Hair/Body,Africa,Hair,Brand D,Shampoo,7556.794311902046,166.78357561375165
Hair/Body,Africa,Hair,Brand E,Deodorant,2993.791098973179,59.25053148135268
Hair/Body,Africa,Hair,Brand E,Lotion,4065.4889515879695,159.69615296759267
Hair/Body,Africa,Body,Brand A,Conditioner,10451.780643040553,696.840118496439
Hair/Body,Africa,Body,Brand A,Shampoo,15762.608801825812,875.0204678070762
Hair/Body,Africa,Body,Brand B,Lotion,17218.04648411656,387.7742854063903
Hair/Body,Africa,Body,Brand B,Perfume,8719.27698483654,721.8588203161471
Hair/Body,Africa,Body,Brand C,Deodorant,5177.857571026185,251.22362032791665
Hair/Body,Africa,Body,Brand C,Cream,13302.594750362849,251.04180538617337
Hair/Body,Africa,Body,Brand D,Body Wash,4433.008079823802,411.81142459466423
Hair/Body,Africa,Body,Brand D,Lotion,6894.957128407457,736.0274588316054
Hair/Body,Africa,Body,Brand E,Conditioner,7641.737677457744,373.2248014613138
Hair/Body,Africa,Body,Brand E,Perfume,15259.62410346898,933.5506583302091
Hair/Body,Africa,Fragrance,Brand A,Lotion,11436.034718398336,472.26435359625253
Hair/Body,Africa,Fragrance,Brand A,Cream,3378.764388830437,67.16931829406575
Hair/Body,Africa,Fragrance,Brand B,Perfume,9413.349476357105,1000.4791584559814
Hair/Body,Africa,Fragrance,Brand B,Body Wash,13134.872971195007,239.47432791942776
Hair/Body,Africa,Fragrance,Brand C,Deodorant,9782.760874908554,903.5111838132043
Hair/Body,Africa,Fragrance,Brand C,Soap,11864.21351344236,316.1960616654985
Hair/Body,Africa,Fragrance,Brand D,Lotion,13749.078923562396,426.4148002295418
Hair/Body,Africa,Fragrance,Brand D,Deodorant,10773.778574658936,677.1458338191059
Hair/Body,Africa,Fragrance,Brand E,Body Wash,7940.32519499594,412.8359772203214
Hair/Body,Africa,Fragrance,Brand E,Soap,6212.772499258706,537.0122139262536
Hair/Body,Africa,Skincare,Brand A,Cream,6789.663877565151,701.470157865123
Hair/Body,Africa,Skincare,Brand A,Conditioner,8013.4437443393,938.7928638945549
Hair/Body,Africa,Skincare,Brand B,Deodorant,4269.139853616807,162.5223021980056
Hair/Body,Africa,Skincare,Brand B,Lotion,3838.5448624019286,520.9969847657941
Hair/Body,Africa,Skincare,Brand C,Body Wash,11128.062026594596,942.3065409311045
Hair/Body,Africa,Skincare,Brand C,Lotion,5487.759397614464,723.8006192585972
Hair/Body,Africa,Skincare,Brand D,Lotion,12067.418562584062,1792.4597344147694
Hair/Body,Africa,Skincare,Brand D,Cream,2462.793418982643,277.14566351016344
Hair/Body,Africa,Skincare,Brand E,Lotion,10111.94768952487,277.47812604635277
Hair/Body,Africa,Skincare,Brand E,Cream,10967.313400833355,354.8574056466855
CC/Fragrances,North America,Hair,Brand A,Body Wash,14222.97680635695,1393.4836910974745
CC/Fragrances,North America,Hair,Brand A,Perfume,8617.20643460532,744.4614358289111
CC/Fragrances,North America,Hair,Brand B,Deodorant,16426.537805077816,1391.277483378257
CC/Fragrances,North America,Hair,Brand B,Lotion,7288.453794184675,619.7264988278475
CC/Fragrances,North America,Hair,Brand C,Shampoo,8438.515007440317,493.73622966895965
CC/Fragrances,North America,Hair,Brand C,Body Wash,12517.6249508952,701.9954908820289
CC/Fragrances,North America,Hair,Brand D,Lotion,9965.187292221957,903.4918743183828
CC/Fragrances,North America,Hair,Brand D,Body Wash,9639.011390646667,587.3561288522399
CC/Fragrances,North America,Hair,Brand E,Lotion,16787.955168257933,569.717198944625
CC/Fragrances,North America,Hair,Brand E,Conditioner,1712.757481944778,59.88875505628992
CC/Fragrances,North America,Body,Brand A,Shampoo,13155.199342453101,895.305958621797
CC/Fragrances,North America,Body,Brand A,Deodorant,2571.401672291507,253.0840847280664
CC/Fragrances,North America,Body,Brand B,Conditioner,12373.516728854227,288.0011591956306
CC/Fragrances,North America,Body,Brand B,Perfume,12202.318160685183,777.6037644707113
CC/Fragrances,North America,Body,Brand C,Conditioner,8825.274243770498,894.6583608077647
CC/Fragrances,North America,Body,Brand C,Deodorant,15717.6759078531,743.2071987505242
CC/Fragrances,North America,Body,Brand D,Soap,7798.179905517555,699.2640863670136
CC/Fragrances,North America,Body,Brand D,Shampoo,10988.340029373912,987.357031197256
CC/Fragrances,North America,Body,Brand E,Lotion,4848.222605477215,156.26490288656558
CC/Fragrances,North America,Body,Brand E,Shampoo,10648.818354796875,1057.20663437378
CC/Fragrances,North America,Fragrance,Brand A,Cream,5115.872856135097,161.19621037879008
CC/Fragrances,North America,Fragrance,Brand A,Conditioner,12011.928929284462,1633.8637086542856
CC/Fragrances,North America,Fragrance,Brand B,Shampoo,13533.538801967645,172.0383059714989
CC/Fragrances,North America,Fragrance,Brand B,Perfume,3008.2371465236797,357.35639802196357
CC/Fragrances,North America,Fragrance,Brand C,Body Wash,6425.847448420425,865.8057535107987
CC/Fragrances,North America,Fragrance,Brand C,Conditioner,8800.934092402917,1312.708037534423
CC/Fragrances,North America,Fragrance,Brand D,Conditioner,1508.5398417157746,31.368718396737744
CC/Fragrances,North America,Fragrance,Brand D,Shampoo,2626.78974122592,371.6205973734586
CC/Fragrances,North America,Fragrance,Brand E,Deodorant,8193.172265873094,836.0998101028282
CC/Fragrances,North America,Fragrance,Brand E,Conditioner,5831.597595255146,109.43369433321294
CC/Fragrances,North America,Skincare,Brand A,Deodorant,5287.10233177369,198.50424276462098
CC/Fragrances,North America,Skincare,Brand A,Lotion,13067.656403102585,999.8060325312309
CC/Fragrances,North America,Skincare,Brand B,Body Wash,15716.72613653841,785.8833413334272
CC/Fragrances,North America,Skincare,Brand B,Conditioner,2236.964986555644,134.92176653041582
CC/Fragrances,North America,Skincare,Brand C,Shampoo,7708.389322622015,874.1767660013378
CC/Fragrances,North America,Skincare,Brand C,Perfume,8357.65938447791,200.7472351126079
CC/Fragrances,North America,Skincare,Brand D,Conditioner,6882.617666332041,81.69330094003635
CC/Fragrances,North America,Skincare,Brand D,Deodorant,11087.661431061375,1397.7713912273364
CC/Fragrances,North America,Skincare,Brand E,Deodorant,1627.1139591363335,141.18991943030173
CC/Fragrances,North America,Skincare,Brand E,Lotion,3621.3280078361277,332.1980175594602
CC/Fragrances,Europe,Hair,Brand A,Perfume,9970.881301452782,1448.201859754668
CC/Fragrances,Europe,Hair,Brand A,Deodorant,16226.8173789258,296.9437102057719
CC/Fragrances,Europe,Hair,Brand B,Cream,10195.326153028545,334.5502295232113
CC/Fragrances,Europe,Hair,Brand B,Shampoo,5945.586732839768,504.4547934619126
CC/Fragrances,Europe,Hair,Brand C,Deodorant,4449.358851787659,859.7556182042044
CC/Fragrances,Europe,Hair,Brand C,Conditioner,5750.325122607481,414.2285818017132
CC/Fragrances,Europe,Hair,Brand D,Deodorant,15097.374348949936,527.9512000421279
CC/Fragrances,Europe,Hair,Brand D,Body Wash,3302.957120166444,330.31139403531125
CC/Fragrances,Europe,Hair,Brand E,Lotion,12371.59301577168,530.1190867813702
CC/Fragrances,Europe,Hair,Brand E,Body Wash,7689.950517235564,220.37886892963016
CC/Fragrances,Europe,Body,Brand A,Cream,7762.09139079533,326.9647940793867
CC/Fragrances,Europe,Body,Brand A,Lotion,5457.6828052283845,83.3342901697804
CC/Fragrances,Europe,Body,Brand B,Deodorant,3789.7045282209665,500.2117617039483
CC/Fragrances,Europe,Body,Brand B,Perfume,8546.435478283014,1090.8822781670854
CC/Fragrances,Europe,Body,Brand C,Lotion,5576.966499652162,155.26108235806484
CC/Fragrances,Europe,Body,Brand C,Deodorant,5616.84139610821,198.93124720634975
CC/Fragrances,Europe,Body,Brand D,Deodorant,1642.9185507417492,115.58762498046025
CC/Fragrances,Europe,Body,Brand D,Lotion,14182.133584546382,1939.0540402399467
CC/Fragrances,Europe,Body,Brand E,Perfume,13754.264184115953,794.9614523819575
CC/Fragrances,Europe,Body,Brand E,Cream,7837.09259060202,874.5206749753472
CC/Fragrances,Europe,Fragrance,Brand A,Conditioner,2864.0477918701927,267.3600850768546
CC/Fragrances,Europe,Fragrance,Brand A,Deodorant,8800.677455807787,357.4145336172178
CC/Fragrances,Europe,Fragrance,Brand B,Deodorant,10608.132550576436,2014.498352240895
CC/Fragrances,Europe,Fragrance,Brand B,Perfume,6318.947744724677,493.1578824503232
CC/Fragrances,Europe,Fragrance,Brand C,Cream,12808.943959876808,874.8337143405788
CC/Fragrances,Europe,Fragrance,Brand C,Body Wash,5902.106460052202,293.79159514673347
CC/Fragrances,Europe,Fragrance,Brand D,Perfume,9906.086985105103,260.5974075801519
CC/Fragrances,Europe,Fragrance,Brand D,Body Wash,3792.4937220083084,409.202824076597
CC/Fragrances,Europe,Fragrance,Brand E,Soap,5481.25267522492,635.9396081471308
CC/Fragrances,Europe,Fragrance,Brand E,Cream,6573.305729292121,1050.3682446157472
CC/Fragrances,Europe,Skincare,Brand A,Lotion,9521.587772027939,394.9752468517186
CC/Fragrances,Europe,Skincare,Brand A,Shampoo,1583.0083701558797,170.7865749310669
CC/Fragrances,Europe,Skincare,Brand B,Lotion,19162.415113453626,1444.2555402284845
CC/Fragrances,Europe,Skincare,Brand B,Conditioner,2882.7942641901946,178.30049999119856
CC/Fragrances,Europe,Skincare,Brand C,Cream,8861.848045023042,408.3378950922634
CC/Fragrances,Europe,Skincare,Brand C,Shampoo,7472.13595923787,356.3631684997256
CC/Fragrances,Europe,Skincare,Brand D,Soap,6535.422641390981,894.8349892037951
CC/Fragrances,Europe,Skincare,Brand D,Shampoo,5425.737368720608,766.246966927048
CC/Fragrances,Europe,Skincare,Brand E,Deodorant,1959.5854205027103,102.0057581262271
CC/Fragrances,Europe,Skincare,Brand E,Lotion,2816.6116094954664,350.17230654328085
CC/Fragrances,Asia,Hair,Brand A,Perfume,8481.869114903318,1351.1520770267161
CC/Fragrances,Asia,Hair,Brand A,Body Wash,3187.603923491357,420.90174796354967
CC/Fragrances,Asia,Hair,Brand B,Shampoo,3320.454722006945,367.3850292029591
CC/Fragrances,Asia,Hair,Brand B,Lotion,12077.736677896419,419.17222566774416
CC/Fragrances,Asia,Hair,Brand C,Perfume,4554.697960000486,263.3232377868086
CC/Fragrances,Asia,Hair,Brand C,Conditioner,3128.8441485804324,70.7030128918665
CC/Fragrances,Asia,Hair,Brand D,Perfume,6153.317196175545,459.7777096416957
CC/Fragrances,Asia,Hair,Brand D,Lotion,9570.615859705887,483.3599766963813
CC/Fragrances,Asia,Hair,Brand E,Deodorant,9792.241883384042,497.18575722947224
CC/Fragrances,Asia,Hair,Brand E,Body Wash,10032.282919019503,308.7116322672376
CC/Fragrances,Asia,Body,Brand A,Shampoo,3251.066655888696,53.235724476260714
CC/Fragrances,Asia,Body,Brand A,Soap,11192.0126737783,632.9467514969539
CC/Fragrances,Asia,Body,Brand B,Body Wash,13998.533303108099,886.6782878451021
CC/Fragrances,Asia,Body,Brand B,Soap,5375.530404244811,182.03769198478588
CC/Fragrances,Asia,Body,Brand C,Soap,8186.9110909634355,486.4408125099165
CC/Fragrances,Asia,Body,Brand C,Deodorant,10790.885952943905,642.3620641362743
CC/Fragrances,Asia,Body,Brand D,Cream,11618.730944818011,994.5686664247049
CC/Fragrances,Asia,Body,Brand D,Shampoo,6857.593413740871,437.32647928517343
CC/Fragrances,Asia,Body,Brand E,Conditioner,4724.208879062647,298.0633983218272
CC/Fragrances,Asia,Body,Brand E,Soap,19918.05714206718,963.1910146411832
CC/Fragrances,Asia,Fragrance,Brand A,Body Wash,5616.156181334103,618.8814718568857
CC/Fragrances,Asia,Fragrance,Brand A,Lotion,12214.63557302904,2223.1806073321095
CC/Fragrances,Asia,Fragrance,Brand B,Shampoo,10680.830224486652,591.1570552303656
CC/Fragrances,Asia,Fragrance,Brand B,Lotion,9564.189730979862,230.68307288549457
CC/Fragrances,Asia,Fragrance,Brand C,Soap,4921.699941443535,527.5997566960315
CC/Fragrances,Asia,Fragrance,Brand C,Shampoo,1417.7271593616445,75.89137671698025
CC/Fragrances,Asia,Fragrance,Brand D,Perfume,12318.263537272194,1392.0538212050014
CC/Fragrances,Asia,Fragrance,Brand D,Cream,16298.525513668203,2082.9623078079853
CC/Fragrances,Asia,Fragrance,Brand E,Body Wash,12960.517285729591,683.5900586086668
CC/Fragrances,Asia,Fragrance,Brand E,Conditioner,4442.848059655011,472.07683605322524
CC/Fragrances,Asia,Skincare,Brand A,Soap,4326.463177266186,161.51743695463816
CC/Fragrances,Asia,Skincare,Brand A,Conditioner,7393.516083424299,989.9455450253254
CC/Fragrances,Asia,Skincare,Brand B,Cream,6493.735789983871,297.61411094742454
CC/Fragrances,Asia,Skincare,Brand B,Deodorant,13856.623406104898,1455.485797173411
CC/Fragrances,Asia,Skincare,Brand C,Shampoo,4168.76081677214,197.82044514262816
CC/Fragrances,Asia,Skincare,Brand C,Deodorant,12895.813883268072,371.9141086505371
CC/Fragrances,Asia,Skincare,Brand D,Conditioner,11578.90979862878,242.43564564614405
CC/Fragrances,Asia,Skincare,Brand D,Lotion,8862.10793510409,285.0270355263892
CC/Fragrances,Asia,Skincare,Brand E,Cream,13149.008425617229,988.8085713863579
CC/Fragrances,Asia,Skincare,Brand E,Deodorant,8692.16788983254,1239.8663322684572
CC/Fragrances,South America,Hair,Brand A,Deodorant,2886.638296619601,76.7601740054682
CC/Fragrances,South America,Hair,Brand A,Lotion,11531.682391270275,148.88071605791288
CC/Fragrances,South America,Hair,Brand B,Shampoo,7496.582077899285,285.90594180877565
CC/Fragrances,South America,Hair,Brand B,Soap,10062.5836774608,469.69694062912276
CC/Fragrances,South America,Hair,Brand C,Shampoo,20427.005369366918,745.0005472799065
CC/Fragrances,South America,Hair,Brand C,Conditioner,17672.117950813998,551.7243342096049
CC/Fragrances,South America,Hair,Brand D,Lotion,8542.142295538992,1105.314674502573
CC/Fragrances,South America,Hair,Brand D,Cream,2557.5774209256233,188.91918218277473
