Portfolio,Geography,Category,Brand,Segment,Sales,Margin,Min_Trend,Max_Trend,Min_Contribution,Max_Contribution,Potential_Max_Sales,Potential_Max_Margin
Hair/Body,North America,Skincare,Brand C,Deodorant,4196,59,-0.0636679424165011,0.2812459901971567,0.0978019487473905,0.2051885162928402,5376.10817486727,650.8382393001863
Hair/Body,North America,Skincare,Brand D,Perfume,4508,28,-0.0500855954008005,0.1507401089452901,0.0908233295373239,0.2905223036359983,5187.5364111253675,421.98660793961307
Hair/Body,North America,Skincare,Brand D,Body Wash,6212,30,-0.0111591769725625,0.2036852818491878,0.0692732044557246,0.2228493026477097,7477.292970847155,499.89285727377296
Hair/Body,North America,Skincare,Brand E,Perfume,9631,50,-0.0767406392894317,0.2481554609819116,0.0984844644596565,0.2893200858352988,12020.98524471679,1738.956241413161
Hair/Body,North America,Skincare,Brand E,Conditioner,7114,22,-0.0241179693201065,0.2736663469506043,0.0951315566532883,0.3912808726148906,9060.862392206598,779.9752715625294
Hair/Body,Europe,Hair,Brand A,Shampoo,7107,18,-0.038192273277092,0.2069088927599463,0.0703404404766753,0.3239639554703247,8577.501500844939,500.1842365679471
Hair/Body,Europe,Hair,Brand A,Soap,5570,24,-0.0705650640414016,0.1638275455311306,0.0649244855040953,0.4587638552149991,6482.519428608398,713.7469450978851
Hair/Body,Europe,Hair,Brand B,Soap,4454,13,-0.0504110958116492,0.1479399563563118,0.0971283090457411,0.2894030032395057,5112.924565611012,192.36044420123338
Hair/Body,Europe,Hair,Brand B,Shampoo,1542,55,-0.0846024959619075,0.2176165277477942,0.0538533337556511,0.4258060993410874,1877.5646857870986,439.71317231356835
Hair/Body,Europe,Hair,Brand C,Body Wash,3082,41,-0.0742976434566084,0.134127354168288,0.0812415720311232,0.3757603394301099,3495.3805055466632,538.5043997326572
Hair/Body,Europe,Hair,Brand C,Lotion,5285,49,-0.0612072278795951,0.1914076229866633,0.0654823038869452,0.215906868100045,6296.589287484515,666.143667658807
Hair/Body,Europe,Hair,Brand D,Lotion,9995,51,-0.1237340331768128,0.120557228913789,0.0522081136506967,0.358520655953379,11199.969502993321,2047.8644105642131
Hair/Body,Europe,Hair,Brand D,Deodorant,6575,14,-0.1455341171879123,0.1582555699560026,0.0969326022729588,0.4810175932928306,7615.530372460717,512.8485727973311
Hair/Body,Europe,Hair,Brand E,Cream,4924,13,-0.0828740646069554,0.1283129928012767,0.0924207652657929,0.4229525095091122,5555.813176553486,305.4798663003216
Hair/Body,Europe,Hair,Brand E,Lotion,6474,31,-0.1424949828426345,0.1881124958086157,0.084031098712201,0.3196703751257045,7691.840297864978,762.2445767619075
Hair/Body,Europe,Body,Brand A,Shampoo,5696,43,-0.0681476319520803,0.1795018209758652,0.0558681644028388,0.4649670390362744,6718.442372278529,1343.257330412902
Hair/Body,Europe,Body,Brand A,Perfume,4586,13,-0.137247091172689,0.1996838943171953,0.0670449252237889,0.3808717197787394,5501.750339338658,272.40994475983314
Hair/Body,Europe,Body,Brand B,Soap,2249,45,-0.1227508185666318,0.2390209569595214,0.0759276029883242,0.4293889915760814,2786.558132201964,538.4328238594486
Hair/Body,Europe,Body,Brand B,Cream,1512,42,-0.1255242810309671,0.2843679326719609,0.0672817316589243,0.2257610981890223,1941.964314200005,184.13639841142754
Hair/Body,Europe,Body,Brand C,Lotion,6714,20,-0.0184646252683902,0.2234993192930144,0.0524736506267524,0.3706601117930941,8214.574429733299,608.9630152915273
Hair/Body,Europe,Body,Brand C,Perfume,6946,48,-0.0225646458912353,0.2348100245728926,0.0734953693759345,0.3150899142210447,8576.990430683312,1297.2111259577885
Hair/Body,Europe,Body,Brand D,Deodorant,8377,30,-0.070933710686717,0.2970588455617473,0.0763189945381848,0.3498503415616537,10865.461949270757,1140.3856722532578
Hair/Body,Europe,Body,Brand D,Lotion,5984,34,-0.1034765695916621,0.1355817445617809,0.0506937177557222,0.2839265156262187,6795.321159457697,655.9864321844196
Hair/Body,Europe,Body,Brand E,Conditioner,8559,42,-0.0503260569912093,0.1997922794917121,0.0844220281618799,0.2890760774421436,10269.022120169564,1246.7820261393933
Hair/Body,Europe,Body,Brand E,Cream,7281,47,-0.1476220823683886,0.1363336504299769,0.0613451534732988,0.358036608095914,8273.64530878066,1392.2659143839142
Hair/Body,Europe,Fragrance,Brand A,Cream,1651,47,-0.1362620308383356,0.1114875841460437,0.0847067053818748,0.3627066018736651,1835.066001425118,312.82756018767543
Hair/Body,Europe,Fragrance,Brand A,Deodorant,9025,30,-0.1183943872068032,0.1257995910995545,0.0602950964221989,0.2717770767534738,10160.341309673478,828.4043579881858
Hair/Body,Europe,Fragrance,Brand B,Lotion,5251,56,-0.0532402324631453,0.1585374791039953,0.0888093276566257,0.2431816491803157,6083.4803027750795,828.4588327594938
Hair/Body,Europe,Fragrance,Brand B,Deodorant,7077,59,-0.0844173701584009,0.2205039490460763,0.0795419337598458,0.438784088694825,8637.506447399082,2236.1002331194322
Hair/Body,Europe,Fragrance,Brand C,Perfume,9439,45,-0.0628624605640838,0.2083915873714873,0.0892239914453923,0.2156989710934944,11406.008193199468,1107.1189042006915
Hair/Body,Europe,Fragrance,Brand C,Conditioner,3714,18,-0.1422335483978807,0.1854860997002504,0.0736502760487228,0.2234967979265691,4402.89537428673,177.12594319658166
Hair/Body,Europe,Fragrance,Brand D,Cream,4258,42,-0.1201319060323417,0.1262412653557511,0.0571936550856412,0.447108278101887,4795.5353078847875,900.5318843157713
Hair/Body,Europe,Fragrance,Brand D,Body Wash,9567,23,-0.1013505864947479,0.179017727633878,0.0561151925410214,0.2070499254022024,11279.662600273312,537.1542589881784
Hair/Body,Europe,Fragrance,Brand E,Body Wash,5382,45,-0.1050659056690753,0.2578484352658601,0.0623472043782284,0.4265623624342841,6769.740278600859,1299.47238283793
Hair/Body,Europe,Fragrance,Brand E,Perfume,8665,20,-0.1031671477994276,0.2248805038360344,0.0632002398143803,0.341940058690961,10613.589565739238,725.8422878061292
Hair/Body,Europe,Skincare,Brand A,Shampoo,4467,56,-0.0057413887737732,0.289630027005857,0.0640731813657422,0.4068692159215932,5760.777330635163,1312.5744551440737
Hair/Body,Europe,Skincare,Brand A,Soap,3012,18,-0.1021092290263473,0.1231720162784789,0.0819864083873162,0.3199014806004581,3382.9941130307784,194.8004686118123
Hair/Body,Europe,Skincare,Brand B,Soap,8862,50,-0.1288536353431793,0.288953291819514,0.0532988013743998,0.4980446939490788,11422.704072104534,2844.5085768310996
Hair/Body,Europe,Skincare,Brand B,Perfume,4613,12,-0.0189651643484477,0.2858455405504989,0.0682188538489936,0.4062299359021512,5931.6054785594515,289.15148560224657
Hair/Body,Europe,Skincare,Brand C,Cream,3199,56,-0.1436805778017757,0.2938287365560149,0.0547582108723411,0.384120617461886,4138.958128242692,890.321125046906
Hair/Body,Europe,Skincare,Brand C,Lotion,1106,29,-0.0886576280534328,0.2677594242014709,0.0854587170574037,0.4534789494010691,1402.141923166827,184.39413540637727
Hair/Body,Europe,Skincare,Brand D,Body Wash,8388,50,-0.0127008136350387,0.185570469254164,0.0846595493646062,0.483238997878128,9944.565096103928,2402.800835687536
Hair/Body,Europe,Skincare,Brand D,Lotion,2739,29,-0.0893119852459007,0.1313549226404429,0.0763232884351249,0.3626119811563916,3098.781133112173,325.85999809587736
Hair/Body,Europe,Skincare,Brand E,Cream,9314,44,-0.0746839750444278,0.119384185162565,0.0912784395104298,0.3517985702524093,10425.944300604131,1613.8462113328671
Hair/Body,Europe,Skincare,Brand E,Conditioner,2597,15,-0.0639256090178891,0.2770996880131318,0.0952770767507851,0.3369832513780334,3316.627889770103,167.64720748586927
Hair/Body,Asia,Hair,Brand A,Perfume,5490,43,-0.0294909277779743,0.1410835268002014,0.0785221043666447,0.3421113930461329,6264.548562133105,921.5645772204974
Hair/Body,Asia,Hair,Brand A,Conditioner,3652,37,-0.0083994454646946,0.2327311975062634,0.0853589677056053,0.2514398071859254,4501.934333292874,418.8272352689374
Hair/Body,Asia,Hair,Brand B,Perfume,6948,16,-0.0294041326940743,0.1124178985676558,0.0819014244827616,0.2740469201736206,7729.079559248073,338.9008718382111
Hair/Body,Asia,Hair,Brand B,Soap,5325,50,-0.0430569396377901,0.2148264993531733,0.0998690927091626,0.4467696744706877,6468.951109055647,1445.0655905797928
Hair/Body,Asia,Hair,Brand C,Shampoo,1803,56,-0.0750498546666551,0.1974872530492102,0.0560305688033076,0.4795130986802131,2159.0695172477263,579.7691841096115
Hair/Body,Asia,Hair,Brand C,Perfume,6703,29,-0.0286741326043684,0.2915028704582817,0.0628523001269295,0.3248261307077111,8656.943740681863,815.4804463216082
Hair/Body,Asia,Hair,Brand D,Conditioner,6292,40,-0.0877495177238305,0.1593741236762017,0.0983820035657605,0.2588897175496478,7294.78198617066,755.4176191943924
Hair/Body,Asia,Hair,Brand D,Deodorant,7316,26,-0.0068110415110231,0.1629294449885013,0.0793697538835506,0.2820981872936098,8507.991819535875,624.0231581479821
Hair/Body,Asia,Hair,Brand E,Deodorant,8715,52,-0.01865017289217,0.2595631912665505,0.0714154305523435,0.3066267042910556,10977.093211887988,1750.2523554136046
Hair/Body,Asia,Hair,Brand E,Body Wash,6049,51,-0.0536133228371264,0.1188527901237913,0.0812662082078965,0.2200920678236494,6767.940527458813,759.6807130539042
Hair/Body,Asia,Body,Brand A,Conditioner,4145,42,-0.0827615627404873,0.1986961661878048,0.0558208297062596,0.3400640738606181,4968.595608848451,709.6491629266125
Hair/Body,Asia,Body,Brand A,Perfume,6591,33,-0.0372480687183176,0.1049182875096996,0.0598057590600771,0.4044729778656032,7282.51643297643,972.0417656403853
Hair/Body,Asia,Body,Brand B,Perfume,1478,29,-0.0285012354173975,0.2952615228778801,0.0680814694642911,0.411221346833387,1914.3965308135068,228.29980873454525
Hair/Body,Asia,Body,Brand B,Lotion,5370,51,-0.1471814011216128,0.1558677661699065,0.0848122180555737,0.2745449413366708,6207.009904332397,869.0926167311469
Hair/Body,Asia,Body,Brand C,Lotion,7724,37,-0.0288196958312551,0.227929743844467,0.0644654975954751,0.2996295686172906,9484.529341454663,1051.4828109936957
Hair/Body,Asia,Body,Brand C,Perfume,6664,16,-0.122615400908675,0.1234803491382046,0.0530709869353378,0.444816112405746,7486.873046656995,532.8450820302925
Hair/Body,Asia,Body,Brand D,Soap,3695,30,-0.1064552170362201,0.2440365626572101,0.0546246251372002,0.4137000602308734,4596.715099018391,570.498393998422
Hair/Body,Asia,Body,Brand D,Perfume,3626,17,-0.1425603003404225,0.1014146221169829,0.0728311383961917,0.4532338828872136,3993.72941979618,307.7158936629707
Hair/Body,Asia,Body,Brand E,Shampoo,9779,55,-0.0753198484169791,0.2577592186964204,0.0825622625438455,0.4429974213201599,12299.627399632294,2996.7867716797396
Hair/Body,Asia,Body,Brand E,Lotion,3965,26,-0.0902024536569861,0.1422446355652717,0.0624278068461712,0.2638409035401514,4528.999980016302,310.6832161838155
Hair/Body,Asia,Fragrance,Brand A,Body Wash,7898,42,-0.13301079122317,0.216815600989909,0.0901567549204172,0.4447689817475883,9610.4096166183,1795.2530817314318
Hair/Body,Asia,Fragrance,Brand A,Lotion,7466,54,-0.0405796346240076,0.1870754150785047,0.068608611624726,0.2287925171741174,8862.705048976117,1094.969122448583
Hair/Body,Asia,Fragrance,Brand B,Shampoo,4305,31,-0.1260334021908087,0.1687710259512038,0.0554619925962616,0.2597738860705071,5031.559266719933,405.1909881500715
Hair/Body,Asia,Fragrance,Brand B,Lotion,3654,56,-0.0636174625582942,0.1093870504643584,0.0976090399870761,0.4464789897972957,4053.7002823967655,1013.5395239342914
Hair/Body,Asia,Fragrance,Brand C,Shampoo,5236,57,-0.1060056658763913,0.165222361242652,0.0791748575304411,0.2678257569017269,6101.104283466526,931.3987374138004
Hair/Body,Asia,Fragrance,Brand C,Deodorant,9297,51,-0.0306048381914169,0.2895414292132645,0.0540849190779966,0.497295341748762,11988.86666739572,3040.623848736877
Hair/Body,Asia,Fragrance,Brand D,Soap,6686,19,-0.119329168301007,0.156368529425427,0.0635516439113137,0.2409187551314967,7731.479987738406,353.90512145430307
Hair/Body,Asia,Fragrance,Brand D,Shampoo,5312,49,-0.0731945172145208,0.1567668941120379,0.0698252409485212,0.4851712533739518,6144.745741523146,1460.8144566087283
Hair/Body,Asia,Fragrance,Brand E,Cream,2184,39,-0.1218405058138824,0.2230759328618278,0.0873949581648231,0.2299234399041257,2671.1978373702323,239.5266882187238
Hair/Body,Asia,Fragrance,Brand E,Lotion,4464,18,-0.0944894572547825,0.1953922916007103,0.0772044074077728,0.3320302898136787,5336.231189705571,318.92226991753176
Hair/Body,Asia,Skincare,Brand A,Soap,7110,36,-0.0390690344034618,0.12800471056523,0.0624129794070948,0.2997095810393905,8020.113492118785,865.3337476600623
Hair/Body,Asia,Skincare,Brand A,Deodorant,6416,14,-0.0442165578940079,0.2946203732076983,0.0686814254623014,0.2099547268552541,8306.284314500592,244.1521116206275
Hair/Body,Asia,Skincare,Brand B,Deodorant,2693,56,-0.0611037544812894,0.20090307134233,0.0891068727023994,0.2083506383439934,3234.031971124895,377.33507034090286
Hair/Body,Asia,Skincare,Brand B,Lotion,5729,20,-0.1130387693429521,0.2534642378407367,0.0740115441606591,0.3872009590702572,7181.0966185895795,556.1054995788132
Hair/Body,Asia,Skincare,Brand C,Shampoo,2122,24,-0.0613296776101861,0.2069896100577247,0.0790330462858354,0.240750712659432,2561.231952542492,147.9884202865712
Hair/Body,Asia,Skincare,Brand C,Cream,3694,40,-0.0312421960241823,0.1533521397442069,0.0630613001407623,0.3975126612675132,4260.4828042151,677.4383431152089
Hair/Body,Asia,Skincare,Brand D,Soap,9988,53,-0.0266642491803246,0.2182743280789293,0.09706868075829,0.3253264039209893,12168.123988852345,2098.0643704717704
Hair/Body,Asia,Skincare,Brand D,Cream,8338,46,-0.059114787279962,0.1012964904230459,0.0728223154384293,0.3494064535362037,9182.610137147358,1475.893091424076
Hair/Body,Asia,Skincare,Brand E,Shampoo,6391,46,-0.1136344704156173,0.2250320752750778,0.0677869480732453,0.4838405717324409,7829.179993083023,1742.5144650627597
Hair/Body,Asia,Skincare,Brand E,Deodorant,1566,24,-0.0139695692060261,0.2809128744583265,0.0581533242639513,0.2275706014587928,2005.9095614017392,109.55665088643289
Hair/Body,South America,Hair,Brand A,Conditioner,3723,57,-0.0390533133782598,0.2036247887638008,0.0663003086330713,0.46623073705256,4481.09508856763,1190.8578315889308
Hair/Body,South America,Hair,Brand A,Perfume,3674,37,-0.0488419997401085,0.2160092633513482,0.0554643233910493,0.378822268898479,4467.618033552853,626.2002840156335
Hair/Body,South America,Hair,Brand B,Deodorant,3277,16,-0.1357064972424767,0.1137452602164387,0.0865219883720135,0.2436399626124074,3649.7432177292694,142.27572817799145
Hair/Body,South America,Hair,Brand B,Body Wash,1506,44,-0.1025901610140718,0.1001349206630292,0.0979876606193261,0.3110763385009609,1656.803190518522,226.77259885421316
Hair/Body,South America,Hair,Brand C,Conditioner,1478,24,-0.1401899627461883,0.1721673626151121,0.0654019314594693,0.2812562847229832,1732.4633619451356,116.94389006385065
Hair/Body,South America,Hair,Brand C,Shampoo,5656,10,-0.0080079064134151,0.1248728074991277,0.0542565484706136,0.3603608464013633,6362.280599215066,229.2716821776114
Hair/Body,South America,Hair,Brand D,Conditioner,6755,36,-0.0246451385594267,0.1169910593293305,0.0536942003234157,0.4221724398468455,7545.274605769627,1146.746516267595
Hair/Body,South America,Hair,Brand D,Cream,5457,56,-0.1391657470635117,0.266827407355757,0.0658088018843253,0.2855092236527868,6913.077161940366,1105.2984843921467
Hair/Body,South America,Hair,Brand E,Deodorant,1817,28,-0.0592771921937913,0.2758310613161862,0.0670596259206511,0.2834944626675153,2318.18503841151,184.01393411193646
Hair/Body,South America,Hair,Brand E,Shampoo,2361,36,-0.1058304390907565,0.1703265978856611,0.0592947390014938,0.3983732040451267,2763.141097608046,396.2740940218388
Hair/Body,South America,Body,Brand A,Deodorant,4804,51,-0.0040804584654405,0.2379716345008332,0.0708038874115579,0.2189774887048048,5947.215732142003,664.176246563183
Hair/Body,South America,Body,Brand A,Perfume,5308,54,-0.0242781177300238,0.1584586665589185,0.0835604632960296,0.4574553411052351,6149.098602094739,1518.986519195926
Hair/Body,South America,Body,Brand B,Deodorant,6443,41,-0.0909606763384502,0.2066328174934641,0.093777855919538,0.3431218689408469,7774.3352431103895,1093.6932197393792
Hair/Body,South America,Body,Brand B,Soap,3885,33,-0.0200370347793535,0.2925965958533908,0.0506629657321561,0.2520989615794946,5021.737774890423,417.7717098635511
Hair/Body,South America,Body,Brand C,Perfume,1958,33,-0.033234921918372,0.1435322634646943,0.0558321604272946,0.2941838555753452,2239.0361718638715,217.36713695781975
Hair/Body,South America,Body,Brand C,Conditioner,2235,46,-0.1477070469976984,0.2489127105314245,0.0542721928046496,0.2993013839848439,2791.319908037734,384.3051193452648
Hair/Body,South America,Body,Brand D,Soap,6123,50,-0.0533681322583289,0.2003551688378008,0.0771394299482053,0.2447586589256776,7349.7746987938535,899.4604993413299
Hair/Body,South America,Body,Brand D,Lotion,9700,17,-0.0854759509930436,0.2793387085244516,0.0833910673741004,0.2256366206538412,12409.58547268718,476.0096780612632
Hair/Body,South America,Body,Brand E,Deodorant,5001,56,-0.0143981025365113,0.1946221029402499,0.0893596852414193,0.2769054374074367,5974.30513680419,926.4178431828659
Hair/Body,South America,Body,Brand E,Conditioner,1417,24,-0.0312510273082189,0.1407840938853772,0.0998564049050486,0.4100700684391822,1616.4910610355796,159.0899040072447
Hair/Body,South America,Fragrance,Brand A,Deodorant,9218,45,-0.0395831770742906,0.2649241264114995,0.0796956399584615,0.3573935171291463,11660.070597261201,1875.2551383281968
Hair/Body,South America,Fragrance,Brand A,Lotion,9591,14,-0.1196781327575866,0.2521695206325965,0.0612295771188917,0.4927288953783445,12009.557872387233,828.4438658221128
Hair/Body,South America,Fragrance,Brand B,Deodorant,3396,21,-0.0724901151836956,0.1358973385167524,0.0643583910762812,0.2574107095855302,3857.507361602891,208.52237850813736
Hair/Body,South America,Fragrance,Brand B,Lotion,8416,30,-0.0575834879055552,0.2906023050213282,0.0937342463029017,0.482988849750768,10861.708999059498,1573.8253007349936
Hair/Body,South America,Fragrance,Brand C,Cream,1921,25,-0.1229149506513294,0.115090860670743,0.0504865717021508,0.454613099001919,2142.0895433484975,243.45549141031648
Hair/Body,South America,Fragrance,Brand C,Conditioner,1052,33,-0.0470282287396687,0.213234985403768,0.0569506206216485,0.4942580460659271,1276.323204644764,208.17489438118676
Hair/Body,South America,Fragrance,Brand D,Cream,9800,51,-0.0071460222887927,0.2217916785287041,0.0998429314054295,0.3488107177120034,11973.558449581302,2130.017813346189
Hair/Body,South America,Fragrance,Brand D,Soap,2411,19,-0.1163542352649313,0.1738495403512507,0.0958575521080261,0.3776809209844308,2830.1512417868657,203.08988422942585
Hair/Body,South America,Fragrance,Brand E,Conditioner,5108,22,-0.097215389859232,0.2803792862283524,0.0578419383041334,0.4842551967356917,6540.177394054424,696.7652759417127
Hair/Body,South America,Fragrance,Brand E,Shampoo,3625,45,-0.0911041632655363,0.2208686706953798,0.0926542852539367,0.4874924427302893,4425.648931270752,970.8616836773429
Hair/Body,South America,Skincare,Brand A,Body Wash,7183,46,-0.0773383974517737,0.1045943298320159,0.077296169425985,0.332148398545441,7934.301071183371,1212.2680814106295
Hair/Body,South America,Skincare,Brand A,Soap,6275,19,-0.1492445021755848,0.1366362923339652,0.0630867533312147,0.4275506893443807,7132.392734395632,579.3972917504839
Hair/Body,South America,Skincare,Brand B,Lotion,7719,17,-0.1363555067166962,0.197850599424682,0.0728814926896814,0.246053472113613,9246.20877695912,386.7605014878863
Hair/Body,South America,Skincare,Brand B,Cream,3092,18,-0.0771268060185843,0.2836451685263504,0.0659048073076934,0.4483122768350353,3969.0308610834754,320.2857471889536
Hair/Body,South America,Skincare,Brand C,Body Wash,1960,51,-0.069870881477925,0.1756810267817626,0.05719813207109,0.4702889640608223,2304.3348124922545,552.6886482262986
Hair/Body,South America,Skincare,Brand C,Shampoo,5445,52,-0.1333112768624809,0.2780249986526559,0.0973852497254598,0.3758532185376337,6958.846117663712,1360.062449528652
Hair/Body,South America,Skincare,Brand D,Perfume,1525,59,-0.1166593552258001,0.280849370648866,0.0515876700690339,0.4697749027057816,1953.2952902395207,541.3893719074799
Hair/Body,South America,Skincare,Brand D,Deodorant,4674,50,-0.100292838562279,0.2075620332011137,0.0739279399857321,0.3698383412025025,5644.144943182006,1043.7106016464627
Hair/Body,South America,Skincare,Brand E,Conditioner,7890,19,-0.0955171080540371,0.2595471917648099,0.096814449989384,0.4646539336994756,9937.82734302435,877.3536077988698
Hair/Body,South America,Skincare,Brand E,Body Wash,5168,49,-0.1087315315136155,0.231466664885123,0.0787494697393368,0.2984272874806953,6364.219724126315,930.635846309056
Hair/Body,Africa,Hair,Brand A,Conditioner,7120,23,-0.0648988461193264,0.2602924503425642,0.0921793041492149,0.2083418455671378,8973.282246439057,429.98734232412755
Hair/Body,Africa,Hair,Brand A,Shampoo,6425,20,-0.1014798518671769,0.1610627827489202,0.0775596495925077,0.4217961046704346,7459.828379161812,629.3053103680829
Hair/Body,Africa,Hair,Brand B,Perfume,5825,21,-0.0458047027676356,0.2514867922421927,0.0668247437884315,0.2553381170771733,7289.910564810772,390.89232782875285
Hair/Body,Africa,Hair,Brand B,Soap,9941,16,-0.1192876297363345,0.2475271947754168,0.063140868479645,0.4359199510649651,12401.667843262418,864.9815102974247
Hair/Body,Africa,Hair,Brand C,Shampoo,5204,52,-0.1239124080669776,0.1131854194467218,0.0795628236484819,0.3925173951528392,5793.016922800741,1182.4071545593129
Hair/Body,Africa,Hair,Brand C,Soap,9773,26,-0.1452141752301028,0.1364273118242452,0.0956667793711332,0.350884933282924,11106.304118458347,1013.2290427025316
