Portfolio,Geography,Category,Brand,Segment,Year_3_Sales,Year_3_Margin
Hair/Body,North America,Skincare,Brand C,Soap,2809.8846946227577,28.036417355488588
Hair/Body,North America,Skincare,Brand C,Deodorant,7153.214461750875,378.7219898102482
Hair/Body,North America,Skincare,Brand D,Perfume,10251.679175286517,139.07879173630715
Hair/Body,North America,Skincare,Brand D,Cream,5925.129914402286,386.5368450125011
Hair/Body,North America,Skincare,Brand E,Perfume,4806.056920019077,431.64610488052494
Hair/Body,North America,Skincare,Brand E,Body Wash,10556.93395826793,1069.329420570393
Hair/Body,Europe,Hair,Brand A,Perfume,4080.1248120659025,257.36262682720036
Hair/Body,Europe,Hair,Brand A,Body Wash,4780.171189517887,225.94488160221465
Hair/Body,Europe,Hair,Brand B,Lotion,11831.151109174605,1095.4042441293861
Hair/Body,Europe,Hair,Brand B,Cream,11219.817769015332,329.39203835786617
Hair/Body,Europe,Hair,Brand C,Conditioner,9623.808170791013,152.47827361283885
Hair/Body,Europe,Hair,Brand C,Cream,5608.083520477403,100.86140466999456
Hair/Body,Europe,Hair,Brand D,Lotion,8584.942562408309,902.9703642224192
Hair/Body,Europe,Hair,Brand D,Deodorant,9587.542448945203,762.6136731961997
Hair/Body,Europe,Hair,Brand E,Shampoo,7624.816854120326,1060.050384972341
Hair/Body,Europe,Hair,Brand E,Body Wash,4037.9312373678517,430.73392619340797
Hair/Body,Europe,Body,Brand A,Cream,8981.759470330728,214.12042620809302
Hair/Body,Europe,Body,Brand A,Body Wash,2024.7891248364624,285.1604360741525
Hair/Body,Europe,Body,Brand B,Soap,4140.072172617151,407.245804988262
Hair/Body,Europe,Body,Brand B,Perfume,11905.497843124269,816.0983743797501
Hair/Body,Europe,Body,Brand C,Shampoo,8084.302705352116,850.0157540656197
Hair/Body,Europe,Body,Brand C,Soap,10847.288605254555,297.9626567488046
Hair/Body,Europe,Body,Brand D,Cream,7653.689875294531,546.6027863017412
Hair/Body,Europe,Body,Brand D,Conditioner,3508.7300442563,444.9362413143963
Hair/Body,Europe,Body,Brand E,Cream,7150.315521511521,1258.471860209475
Hair/Body,Europe,Body,Brand E,Shampoo,10717.013924275047,339.7917348925768
Hair/Body,Europe,Fragrance,Brand A,Shampoo,6753.281397155854,505.05802029715414
Hair/Body,Europe,Fragrance,Brand A,Cream,7540.224668863807,784.9399687518501
Hair/Body,Europe,Fragrance,Brand B,Cream,4770.585182037608,407.46618412614015
Hair/Body,Europe,Fragrance,Brand B,Body Wash,7332.2894161740915,211.28535631829837
Hair/Body,Europe,Fragrance,Brand C,Soap,6460.0962831979705,263.1689065915069
Hair/Body,Europe,Fragrance,Brand C,Cream,7481.764426339599,559.4775483187644
Hair/Body,Europe,Fragrance,Brand D,Lotion,9096.380191641309,327.90463128373295
Hair/Body,Europe,Fragrance,Brand D,Perfume,10892.730714896788,431.92839856478923
Hair/Body,Europe,Fragrance,Brand E,Lotion,4374.738687055692,105.75914838414907
Hair/Body,Europe,Fragrance,Brand E,Perfume,9109.405246001437,1051.2825177864831
Hair/Body,Europe,Skincare,Brand A,Soap,6154.210579620716,218.3125717962736
Hair/Body,Europe,Skincare,Brand A,Lotion,10767.368127091051,1193.8597369069014
Hair/Body,Europe,Skincare,Brand B,Deodorant,5527.32066639256,264.044419038247
Hair/Body,Europe,Skincare,Brand B,Shampoo,13606.80030653113,1069.7076747569167
Hair/Body,Europe,Skincare,Brand C,Lotion,6418.5828774124875,661.3872627538276
Hair/Body,Europe,Skincare,Brand C,Shampoo,5806.076443560493,1011.2257272470439
Hair/Body,Europe,Skincare,Brand D,Cream,3000.2425902869177,193.00052520359884
Hair/Body,Europe,Skincare,Brand D,Shampoo,6308.2226694019355,155.6370039845429
Hair/Body,Europe,Skincare,Brand E,Shampoo,10887.534363569597,977.2340723688682
Hair/Body,Europe,Skincare,Brand E,Deodorant,2887.107687869893,352.3462024620484
Hair/Body,Asia,Hair,Brand A,Shampoo,3357.061980909708,71.36085205665097
Hair/Body,Asia,Hair,Brand A,Cream,11450.778188931281,676.2553435528553
Hair/Body,Asia,Hair,Brand B,Shampoo,3960.4576304329794,222.62459863908938
Hair/Body,Asia,Hair,Brand B,Soap,3456.323147539992,373.88319243570675
Hair/Body,Asia,Hair,Brand C,Lotion,13703.737499045023,779.4589818073506
Hair/Body,Asia,Hair,Brand C,Shampoo,4852.877583009868,134.6482249063971
Hair/Body,Asia,Hair,Brand D,Soap,11677.443547069475,1123.7233093497211
Hair/Body,Asia,Hair,Brand D,Conditioner,4246.333607011901,216.54389702721758
Hair/Body,Asia,Hair,Brand E,Shampoo,5980.423482194088,331.8443314119345
Hair/Body,Asia,Hair,Brand E,Cream,4865.396382012678,356.086222474485
Hair/Body,Asia,Body,Brand A,Body Wash,6108.165402844432,1608.3598658124622
Hair/Body,Asia,Body,Brand A,Deodorant,8032.258530007141,781.3967110370029
Hair/Body,Asia,Body,Brand B,Perfume,6257.066173328945,490.54849106823724
Hair/Body,Asia,Body,Brand B,Lotion,7086.488539287855,318.9755410018652
Hair/Body,Asia,Body,Brand C,Deodorant,9889.521706873544,363.8742680537388
Hair/Body,Asia,Body,Brand C,Body Wash,11970.99166535985,843.6156569417424
Hair/Body,Asia,Body,Brand D,Lotion,4564.006366767504,138.3429673940024
Hair/Body,Asia,Body,Brand D,Deodorant,5003.040623316877,251.8746660752932
Hair/Body,Asia,Body,Brand E,Shampoo,8517.192365608133,1312.5417442777023
Hair/Body,Asia,Body,Brand E,Deodorant,2261.707851309394,133.34777764645574
Hair/Body,Asia,Fragrance,Brand A,Shampoo,8592.497573237179,107.68910902762164
Hair/Body,Asia,Fragrance,Brand A,Lotion,3764.2907530569723,85.56997343866719
Hair/Body,Asia,Fragrance,Brand B,Cream,2096.9340140100744,326.43068802847455
Hair/Body,Asia,Fragrance,Brand B,Lotion,10061.137840084082,711.3928263781789
Hair/Body,Asia,Fragrance,Brand C,Body Wash,11394.385927382767,256.3636384341112
Hair/Body,Asia,Fragrance,Brand C,Perfume,10734.340770441364,1659.4085663783185
Hair/Body,Asia,Fragrance,Brand D,Deodorant,8728.659995495007,866.0201999055264
Hair/Body,Asia,Fragrance,Brand D,Conditioner,11750.125609651426,118.96629727049104
Hair/Body,Asia,Fragrance,Brand E,Cream,6274.220766251455,193.56770221017143
Hair/Body,Asia,Fragrance,Brand E,Conditioner,8231.894464496367,388.06042945843154
Hair/Body,Asia,Skincare,Brand A,Body Wash,7756.7572446704535,1010.7496759192455
Hair/Body,Asia,Skincare,Brand A,Cream,5977.702169092027,301.84848482060715
Hair/Body,Asia,Skincare,Brand B,Body Wash,5966.78684221569,275.9696523590576
Hair/Body,Asia,Skincare,Brand B,Soap,7430.837455445705,732.5086688218331
Hair/Body,Asia,Skincare,Brand C,Perfume,12403.03070764481,314.53674767472125
Hair/Body,Asia,Skincare,Brand C,Soap,14620.465533124088,858.2466682959787
Hair/Body,Asia,Skincare,Brand D,Cream,6439.721393338862,183.45035639948276
Hair/Body,Asia,Skincare,Brand D,Perfume,7481.401170469427,879.5178648070464
Hair/Body,Asia,Skincare,Brand E,Body Wash,11169.27586725769,554.6926790286504
Hair/Body,Asia,Skincare,Brand E,Shampoo,3373.239355528957,281.0160267924588
Hair/Body,South America,Hair,Brand A,Soap,5627.963320879801,107.49082138810876
Hair/Body,South America,Hair,Brand A,Conditioner,7735.755592254138,430.62307131652346
Hair/Body,South America,Hair,Brand B,Perfume,9471.52967875837,182.63712551347365
Hair/Body,South America,Hair,Brand B,Shampoo,9224.9180647785,305.79924985385884
Hair/Body,South America,Hair,Brand C,Shampoo,9538.30354276277,376.401529029761
Hair/Body,South America,Hair,Brand C,Cream,6017.354671703385,859.103543894709
Hair/Body,South America,Hair,Brand D,Soap,6229.205815396045,401.4084145201591
Hair/Body,South America,Hair,Brand D,Cream,6629.997144594751,146.25366354257355
Hair/Body,South America,Hair,Brand E,Cream,8443.394772196905,541.4895896061407
Hair/Body,South America,Hair,Brand E,Conditioner,5119.759003237237,37.94740131438973
Hair/Body,South America,Body,Brand A,Body Wash,3516.991401036141,257.6383512663776
Hair/Body,South America,Body,Brand A,Shampoo,5732.313380437335,262.4928353684206
Hair/Body,South America,Body,Brand B,Perfume,3488.3931588532473,91.25767253494027
Hair/Body,South America,Body,Brand B,Body Wash,3640.5984228864704,82.15612416159378
Hair/Body,South America,Body,Brand C,Cream,3470.0170500392132,531.237879807356
Hair/Body,South America,Body,Brand C,Soap,4855.298307091056,411.5254749967947
Hair/Body,South America,Body,Brand D,Deodorant,10689.239037988918,806.6075196737015
Hair/Body,South America,Body,Brand D,Conditioner,2164.792993504215,172.26044459431407
Hair/Body,South America,Body,Brand E,Soap,4483.638413832537,115.98954385683884
Hair/Body,South America,Body,Brand E,Perfume,11262.722923020247,246.03422177302318
Hair/Body,South America,Fragrance,Brand A,Lotion,6780.444392418534,290.9736400196813
Hair/Body,South America,Fragrance,Brand A,Cream,13517.318304844215,2229.787330907963
Hair/Body,South America,Fragrance,Brand B,Conditioner,2574.6736600014306,154.4861777489504
Hair/Body,South America,Fragrance,Brand B,Soap,5814.295552624786,1417.9447178862908
Hair/Body,South America,Fragrance,Brand C,Perfume,12310.533592083613,246.4895901614503
Hair/Body,South America,Fragrance,Brand C,Body Wash,6816.82282933984,61.567142966885974
Hair/Body,South America,Fragrance,Brand D,Conditioner,16746.71021669502,799.0733212511193
Hair/Body,South America,Fragrance,Brand D,Cream,13979.289778071581,737.1435369341813
Hair/Body,South America,Fragrance,Brand E,Soap,2691.7601424755962,386.56923989009914
Hair/Body,South America,Fragrance,Brand E,Conditioner,10222.730897018304,1454.364617164604
Hair/Body,South America,Skincare,Brand A,Lotion,7425.901169366563,110.56077494959506
Hair/Body,South America,Skincare,Brand A,Soap,3649.6842963995427,342.7687894710954
Hair/Body,South America,Skincare,Brand B,Conditioner,10996.26275987552,304.18867039741
Hair/Body,South America,Skincare,Brand B,Perfume,12831.484307299657,624.8744975530143
Hair/Body,South America,Skincare,Brand C,Shampoo,3188.2174918974815,240.59649542238532
Hair/Body,South America,Skincare,Brand C,Perfume,7463.351922545508,1229.524258167521
Hair/Body,South America,Skincare,Brand D,Soap,4819.769577765008,363.3348768322657
Hair/Body,South America,Skincare,Brand D,Deodorant,3945.8161749338947,117.98303181284116
Hair/Body,South America,Skincare,Brand E,Deodorant,4385.700572806155,597.08127692433
Hair/Body,South America,Skincare,Brand E,Perfume,10269.099564126735,538.8124383718559
Hair/Body,Africa,Hair,Brand A,Soap,14007.593001283072,480.4165177164782
Hair/Body,Africa,Hair,Brand A,Deodorant,2940.3148456660797,88.56777980374115
Hair/Body,Africa,Hair,Brand B,Soap,7182.688206327608,530.4740565646389
Hair/Body,Africa,Hair,Brand B,Perfume,1671.9779930794614,58.202478148228465
Hair/Body,Africa,Hair,Brand C,Lotion,1357.5703738976833,58.10549339051459
Hair/Body,Africa,Hair,Brand C,Body Wash,6738.5517576180655,314.14663495035796
Hair/Body,Africa,Hair,Brand D,Deodorant,6196.22369885811,410.7311627724625
Hair/Body,Africa,Hair,Brand D,Shampoo,7782.778318739936,135.87224232150143
Hair/Body,Africa,Hair,Brand E,Deodorant,2927.8172281946454,30.733626605542973
Hair/Body,Africa,Hair,Brand E,Lotion,3770.7278906396446,70.24671888381302
Hair/Body,Africa,Body,Brand A,Conditioner,9893.37005798715,995.6964305862654
Hair/Body,Africa,Body,Brand A,Shampoo,12831.03159898334,320.0468125862499
Hair/Body,Africa,Body,Brand B,Lotion,14425.994549527288,355.64947725853193
Hair/Body,Africa,Body,Brand B,Perfume,7102.250199111685,683.1355143506823
Hair/Body,Africa,Body,Brand C,Deodorant,4851.958939958205,263.7524621212486
Hair/Body,Africa,Body,Brand C,Cream,12043.764704048162,368.83773870127624
Hair/Body,Africa,Body,Brand D,Body Wash,3635.840220399539,233.90682358364225
Hair/Body,Africa,Body,Brand D,Lotion,5762.227950574839,494.76060877544444
Hair/Body,Africa,Body,Brand E,Conditioner,7649.7818074328625,577.8948602176328
Hair/Body,Africa,Body,Brand E,Perfume,13923.94030044053,504.493471780858
Hair/Body,Africa,Fragrance,Brand A,Lotion,10548.591134409386,409.4458818756613
Hair/Body,Africa,Fragrance,Brand A,Cream,3386.1882829923734,146.8115213821384
Hair/Body,Africa,Fragrance,Brand B,Perfume,7674.938960979884,750.9301099824975
Hair/Body,Africa,Fragrance,Brand B,Body Wash,11636.885721412391,212.78910371607154
Hair/Body,Africa,Fragrance,Brand C,Deodorant,9434.843212481694,769.0296800995426
Hair/Body,Africa,Fragrance,Brand C,Soap,11170.366171113823,238.26879631977613
Hair/Body,Africa,Fragrance,Brand D,Lotion,14864.986205528285,399.1099938787407
Hair/Body,Africa,Fragrance,Brand D,Deodorant,10166.727012421125,2263.0277299455115
Hair/Body,Africa,Fragrance,Brand E,Body Wash,8513.802149531593,594.7762797798946
Hair/Body,Africa,Fragrance,Brand E,Soap,5796.489930002097,742.1221851266974
Hair/Body,Africa,Skincare,Brand A,Cream,6313.076416647714,688.3025408100217
Hair/Body,Africa,Skincare,Brand A,Conditioner,6743.353804295723,585.0929969363341
Hair/Body,Africa,Skincare,Brand B,Deodorant,4806.750141811886,334.2566621283179
Hair/Body,Africa,Skincare,Brand B,Lotion,3405.913127422861,316.1291349952146
Hair/Body,Africa,Skincare,Brand C,Body Wash,10049.706550635234,1249.014755516447
Hair/Body,Africa,Skincare,Brand C,Lotion,5122.135759687799,278.1289339260209
Hair/Body,Africa,Skincare,Brand D,Lotion,10051.164109654,656.9973269708976
Hair/Body,Africa,Skincare,Brand D,Cream,2453.9517564690923,63.72975996386783
Hair/Body,Africa,Skincare,Brand E,Lotion,8827.689901016089,356.66433723949126
Hair/Body,Africa,Skincare,Brand E,Cream,10138.765973223746,945.875533365284
CC/Fragrances,North America,Hair,Brand A,Body Wash,13153.535461333991,1770.541968810862
CC/Fragrances,North America,Hair,Brand A,Perfume,8277.564708123793,475.7716385302683
CC/Fragrances,North America,Hair,Brand B,Deodorant,13775.73603308437,1271.6601294046266
CC/Fragrances,North America,Hair,Brand B,Lotion,6667.460474508404,718.4965250853327
CC/Fragrances,North America,Hair,Brand C,Shampoo,7289.6451833342135,511.48937853964884
CC/Fragrances,North America,Hair,Brand C,Body Wash,12311.48772381417,772.8743096379491
CC/Fragrances,North America,Hair,Brand D,Lotion,9361.345634833997,890.5218485964926
CC/Fragrances,North America,Hair,Brand D,Body Wash,9028.118821715567,328.5800502351842
CC/Fragrances,North America,Hair,Brand E,Lotion,14981.292611888977,1347.6001808830222
CC/Fragrances,North America,Hair,Brand E,Conditioner,1591.0890429918793,46.77558595852347
CC/Fragrances,North America,Body,Brand A,Shampoo,11215.276251474772,1926.2629481357815
CC/Fragrances,North America,Body,Brand A,Deodorant,2438.858473009255,220.04139211681323
CC/Fragrances,North America,Body,Brand B,Conditioner,12355.181335584308,211.47780948322105
CC/Fragrances,North America,Body,Brand B,Perfume,10685.3970757128,469.3798478791068
CC/Fragrances,North America,Body,Brand C,Conditioner,9241.647456990535,429.88719582161826
CC/Fragrances,North America,Body,Brand C,Deodorant,13472.842133739598,243.457377910929
CC/Fragrances,North America,Body,Brand D,Soap,6558.4906254247,547.1704754357678
CC/Fragrances,North America,Body,Brand D,Shampoo,10282.244978199313,1186.2608232821792
CC/Fragrances,North America,Body,Brand E,Lotion,4855.480727871847,305.1348718886948
CC/Fragrances,North America,Body,Brand E,Shampoo,9519.579007605435,1365.4434471363068
CC/Fragrances,North America,Fragrance,Brand A,Cream,5042.8506489864185,231.80897567337715
CC/Fragrances,North America,Fragrance,Brand A,Conditioner,11830.863249986349,1333.2668420850453
CC/Fragrances,North America,Fragrance,Brand B,Shampoo,11233.175884611124,320.4922195940438
CC/Fragrances,North America,Fragrance,Brand B,Perfume,2597.861837287233,124.71411539870898
CC/Fragrances,North America,Fragrance,Brand C,Body Wash,6569.1875819952475,346.287171472837
CC/Fragrances,North America,Fragrance,Brand C,Conditioner,7568.025769661949,657.2462092421144
CC/Fragrances,North America,Fragrance,Brand D,Conditioner,1743.4773166336693,32.85634345317933
CC/Fragrances,North America,Fragrance,Brand D,Shampoo,2458.522791923451,194.85150290601104
CC/Fragrances,North America,Fragrance,Brand E,Deodorant,8126.713920725156,463.0614610419643
CC/Fragrances,North America,Fragrance,Brand E,Conditioner,5442.4452684269145,504.7372896639897
CC/Fragrances,North America,Skincare,Brand A,Deodorant,5530.060751162361,211.80730458242556
CC/Fragrances,North America,Skincare,Brand A,Lotion,11723.24764838181,477.13072422145166
CC/Fragrances,North America,Skincare,Brand B,Body Wash,13937.846395546672,484.1913428808939
CC/Fragrances,North America,Skincare,Brand B,Conditioner,1927.9293347300863,39.5217927623912
CC/Fragrances,North America,Skincare,Brand C,Shampoo,7066.6478305557375,630.6626563741655
CC/Fragrances,North America,Skincare,Brand C,Perfume,8021.718657933511,464.7940420449032
CC/Fragrances,North America,Skincare,Brand D,Conditioner,6915.264505528553,69.56244188374393
CC/Fragrances,North America,Skincare,Brand D,Deodorant,11661.263109980633,425.48486552878256
CC/Fragrances,North America,Skincare,Brand E,Deodorant,1433.9583120543975,123.06205494400496
CC/Fragrances,North America,Skincare,Brand E,Lotion,3315.920084590495,274.25165371495416
CC/Fragrances,Europe,Hair,Brand A,Perfume,8882.43245950206,480.23901630799895
CC/Fragrances,Europe,Hair,Brand A,Deodorant,15553.890326014416,360.95421555046653
CC/Fragrances,Europe,Hair,Brand B,Cream,8425.146664031183,177.6460040575341
CC/Fragrances,Europe,Hair,Brand B,Shampoo,5460.659615303218,464.17605419851066
CC/Fragrances,Europe,Hair,Brand C,Deodorant,4411.782809998776,212.00242379495407
CC/Fragrances,Europe,Hair,Brand C,Conditioner,5919.547022640038,139.2236890902374
CC/Fragrances,Europe,Hair,Brand D,Deodorant,15073.222273896754,778.7830350864504
CC/Fragrances,Europe,Hair,Brand D,Body Wash,2859.7737602656257,213.479711953224
CC/Fragrances,Europe,Hair,Brand E,Lotion,12329.027144632231,523.6612266288294
CC/Fragrances,Europe,Hair,Brand E,Body Wash,7170.551417688439,221.50901398981804
CC/Fragrances,Europe,Body,Brand A,Cream,8135.041102073998,490.2869335667323
CC/Fragrances,Europe,Body,Brand A,Lotion,5835.852910289829,80.66995480215658
CC/Fragrances,Europe,Body,Brand B,Deodorant,3811.416980373354,457.06047971296476
CC/Fragrances,Europe,Body,Brand B,Perfume,8278.392445725398,1389.8808864475643
CC/Fragrances,Europe,Body,Brand C,Lotion,5714.775215342665,75.74000393169975
CC/Fragrances,Europe,Body,Brand C,Deodorant,5762.716280816487,209.05687808108266
CC/Fragrances,Europe,Body,Brand D,Deodorant,1448.1508177539008,33.92831931641983
CC/Fragrances,Europe,Body,Brand D,Lotion,12347.059375029976,2063.1620111973075
CC/Fragrances,Europe,Body,Brand E,Perfume,13013.164810818571,828.7975997171666
CC/Fragrances,Europe,Body,Brand E,Cream,7775.533734538658,1096.0598433236462
CC/Fragrances,Europe,Fragrance,Brand A,Conditioner,2874.6682989059004,532.1053710052917
CC/Fragrances,Europe,Fragrance,Brand A,Deodorant,7782.254389317684,206.45833352418813
CC/Fragrances,Europe,Fragrance,Brand B,Deodorant,9034.514285049974,1669.1975282065837
CC/Fragrances,Europe,Fragrance,Brand B,Perfume,6348.975779749874,748.700909630819
CC/Fragrances,Europe,Fragrance,Brand C,Cream,10573.999098643055,921.5305454455091
CC/Fragrances,Europe,Fragrance,Brand C,Body Wash,5293.235567806465,422.82040387239886
CC/Fragrances,Europe,Fragrance,Brand D,Perfume,8187.263538069994,606.6390712245224
CC/Fragrances,Europe,Fragrance,Brand D,Body Wash,3614.4307037680555,305.47464624640963
CC/Fragrances,Europe,Fragrance,Brand E,Soap,5047.255990497066,1122.8458555518762
CC/Fragrances,Europe,Fragrance,Brand E,Cream,6282.772165568469,455.79102475093794
CC/Fragrances,Europe,Skincare,Brand A,Lotion,9033.57852454615,161.26652900093293
CC/Fragrances,Europe,Skincare,Brand A,Shampoo,1564.1653878616742,121.8250790340339
CC/Fragrances,Europe,Skincare,Brand B,Lotion,16637.242365425707,986.2690607753757
CC/Fragrances,Europe,Skincare,Brand B,Conditioner,2520.700144239715,127.98400986981554
CC/Fragrances,Europe,Skincare,Brand C,Cream,8781.964265062337,1006.955548526926
CC/Fragrances,Europe,Skincare,Brand C,Shampoo,6910.638750802011,293.63412003533637
CC/Fragrances,Europe,Skincare,Brand D,Soap,6160.539452944414,990.9609969050763
CC/Fragrances,Europe,Skincare,Brand D,Shampoo,5514.477761671533,603.2426341717179
CC/Fragrances,Europe,Skincare,Brand E,Deodorant,1603.299416513254,91.05678491664689
CC/Fragrances,Europe,Skincare,Brand E,Lotion,2315.3450508516,485.6906869493698
CC/Fragrances,Asia,Hair,Brand A,Perfume,6881.053504920592,229.26262969723115
CC/Fragrances,Asia,Hair,Brand A,Body Wash,3333.198357661636,493.7716302501281
CC/Fragrances,Asia,Hair,Brand B,Shampoo,3230.5035773190866,173.1039900197031
CC/Fragrances,Asia,Hair,Brand B,Lotion,11693.702965942892,278.79972006573615
CC/Fragrances,Asia,Hair,Brand C,Perfume,4359.938237311935,261.02544418094027
CC/Fragrances,Asia,Hair,Brand C,Conditioner,2822.6244384616575,82.17530819089849
CC/Fragrances,Asia,Hair,Brand D,Perfume,6201.365516380611,189.67065825951556
CC/Fragrances,Asia,Hair,Brand D,Lotion,8838.988260076103,631.9370881727774
CC/Fragrances,Asia,Hair,Brand E,Deodorant,9915.067579484057,659.1666759876927
CC/Fragrances,Asia,Hair,Brand E,Body Wash,10961.954726395286,151.73040252540747
CC/Fragrances,Asia,Body,Brand A,Shampoo,3077.2874478866247,76.34811135576912
CC/Fragrances,Asia,Body,Brand A,Soap,10807.094840700844,1310.3690394945238
CC/Fragrances,Asia,Body,Brand B,Body Wash,14356.514521297771,1178.5559758336467
CC/Fragrances,Asia,Body,Brand B,Soap,4997.503013915851,188.97184093281257
CC/Fragrances,Asia,Body,Brand C,Soap,7657.313274724133,365.399677948363
CC/Fragrances,Asia,Body,Brand C,Deodorant,10238.915729281123,522.2353031455307
CC/Fragrances,Asia,Body,Brand D,Cream,10490.778412507223,1137.7416863424726
CC/Fragrances,Asia,Body,Brand D,Shampoo,7250.614494015048,602.1464197983013
CC/Fragrances,Asia,Body,Brand E,Conditioner,4509.084830904494,523.5348011614241
CC/Fragrances,Asia,Body,Brand E,Soap,16145.259218023253,1324.2830049424092
CC/Fragrances,Asia,Fragrance,Brand A,Body Wash,5106.244220504804,379.5413640216943
CC/Fragrances,Asia,Fragrance,Brand A,Lotion,11114.460497054562,477.94576654655333
CC/Fragrances,Asia,Fragrance,Brand B,Shampoo,10257.386923235614,737.4266360253587
CC/Fragrances,Asia,Fragrance,Brand B,Lotion,8400.924382540943,738.6696080573952
CC/Fragrances,Asia,Fragrance,Brand C,Soap,5249.364070968769,412.7902305603649
CC/Fragrances,Asia,Fragrance,Brand C,Shampoo,1634.9250096789435,85.60659712881589
CC/Fragrances,Asia,Fragrance,Brand D,Perfume,12171.2555176217,409.2131747015702
CC/Fragrances,Asia,Fragrance,Brand D,Cream,13208.491447227152,766.013418476266
CC/Fragrances,Asia,Fragrance,Brand E,Body Wash,12886.219124456646,1671.5403056866487
CC/Fragrances,Asia,Fragrance,Brand E,Conditioner,4127.11702423313,226.40826405078786
CC/Fragrances,Asia,Skincare,Brand A,Soap,4527.298787059686,187.31021736512344
CC/Fragrances,Asia,Skincare,Brand A,Conditioner,7020.958388255265,438.1932532629509
CC/Fragrances,Asia,Skincare,Brand B,Cream,7168.207018726204,924.3037776905139
CC/Fragrances,Asia,Skincare,Brand B,Deodorant,13150.722462802236,1057.54548522309
CC/Fragrances,Asia,Skincare,Brand C,Shampoo,4281.7965718221585,160.26919457354936
CC/Fragrances,Asia,Skincare,Brand C,Deodorant,10722.49130213583,332.7663436048203
CC/Fragrances,Asia,Skincare,Brand D,Conditioner,11757.750673441768,880.7627380121535
CC/Fragrances,Asia,Skincare,Brand D,Lotion,8282.493392533566,194.2340740490931
CC/Fragrances,Asia,Skincare,Brand E,Cream,12310.242696901012,1491.140848151062
CC/Fragrances,Asia,Skincare,Brand E,Deodorant,8580.252663854755,1222.421659931156
CC/Fragrances,South America,Hair,Brand A,Deodorant,2741.579881608318,224.63760114394427
CC/Fragrances,South America,Hair,Brand A,Lotion,10353.203481708826,256.35941139946016
CC/Fragrances,South America,Hair,Brand B,Shampoo,7146.295002826126,354.1140207231852
CC/Fragrances,South America,Hair,Brand B,Soap,8456.006481286555,684.3218580434094
CC/Fragrances,South America,Hair,Brand C,Shampoo,17079.968366270412,1225.1612477272336
CC/Fragrances,South America,Hair,Brand C,Conditioner,16965.60926399842,637.3488338188504
CC/Fragrances,South America,Hair,Brand D,Lotion,8771.967373011541,604.9796240419988
CC/Fragrances,South America,Hair,Brand D,Cream,2166.948001027585,106.26436608174568
